FID;the_geom;NFDBFIREID;SRC_AGENCY;NAT_PARK;FIRE_ID;FIRENAME;LATITUDE;LONGITUDE;YEAR;MONTH;DAY;REP_DATE;OUT_DATE;SIZE_HA;CAUSE;FIRE_TYPE;RESPONSE;PROTZONE;MORE_INFO
NFDB_point.5958;POINT (-306051.208782352 325265.81357219536);MB-2018-MB2018CE029;MB;;MB2018CE029;;51.84166667;-99.48944444;2018;5;9;2018-05-09T00:00:00;2018-05-24T00:00:00;490.7;H;;FUL;;ZONE: R
NFDB_point.12996;POINT (-745616.5909185525 575227.3990254756);PC-PA-2018-2018PA4;PC;PC-PA;2018PA4;Rabbit Fire;53.6;-106.5;2018;5;8;2018-05-08T00:00:00;;36400;H-PB;;FUL;FUL-Full Response;AreaConfidence: Operational Estimate
NFDB_point.4148;POINT (-751397.8695057551 589576.418655741);SK-2018-18WY-PANP01-PB;SK;;18WY-PANP01-PB;18WY-PANP01-PB;53.71925;-106.627217;2018;5;7;2018-05-07T00:00:00;2018-05-14T00:00:00;1200;H;Req For Assist;;;
NFDB_point.5962;POINT (-243668.20557179078 304448.23318876885);MB-2018-MB2018CE022;MB;;MB2018CE022;;51.68888889;-98.55944444;2018;5;7;2018-05-07T00:00:00;2018-05-27T00:00:00;362.2;H;;FUL;;ZONE: R
NFDB_point.5963;POINT (-246602.46896126517 302773.960598113);MB-2018-MB2018CE023;MB;;MB2018CE023;;51.67222222;-98.60083333;2018;5;7;2018-05-07T00:00:00;2018-05-24T00:00:00;382.7;H;;FUL;;ZONE: R
NFDB_point.3293;POINT (-1303359.2764634956 1325484.8996509844);AB-2018-HWF029;AB;;HWF029;;58.847633;-118.738033;2018;5;6;2018-05-06T00:00:00;2018-05-09T00:00:00;255;U;Surface;;;fueltype: O1a
NFDB_point.5384;POINT (-463761.56261967646 569955.8886486501);SK-2018-18HB-TEARING;SK;;18HB-TEARING;18HB-TEARING;53.929267;-102.19165;2018;5;6;2018-05-06T00:00:00;2018-05-11T00:00:00;208.2;H;Wildfire;;;
NFDB_point.12988;POINT (-1044547.8613961352 1203644.5476104543);PC-WB-2018-2018WB1;PC;PC-WB;2018WB1;South Buchanan Lake;58.5673;-113.6971;2018;5;6;2018-05-06T00:00:00;;12271.6;U;;MOD;MOD-Modified Response;AreaConfidence: Final Area / Holdover fire
NFDB_point.5961;POINT (-265230.45476337464 308439.07810317446);MB-2018-MB2018CE016;MB;;MB2018CE016;;51.71361111;-98.87722222;2018;5;4;2018-05-04T00:00:00;2018-05-29T00:00:00;925.9;H;;FUL;;ZONE: R
NFDB_point.5974;POINT (-88265.73515752143 173319.41379697341);MB-2018-MB2018EA020;MB;;MB2018EA020;;50.555;-96.25277778;2018;4;30;2018-04-30T00:00:00;2018-05-10T00:00:00;280;H;;FUL;;ZONE: R
NFDB_point.5976;POINT (-72020.34808602204 23442.012354634702);MB-2018-MB2018EA015;MB;;MB2018EA015;;49.20583333;-95.98916667;2018;4;29;2018-04-29T00:00:00;2018-05-19T00:00:00;4798;H;;FUL;;ZONE: R
NFDB_point.9804;POINT (-1984120.5482622962 2289433.010429355);YT-2018-2018DA001;YT;;2018DA001;;63.35641666;-139.40335;2018;4;26;2018-04-26T00:00:00;2018-09-10T00:00:00;2300;H;;;Wilderness FMZ;Henderson Creek
NFDB_point.3475;POINT (-1351483.1478978936 326648.35376006644);AB-2017-CWF258;AB;;CWF258;;50.085883;-114.2537;2017;10;25;2017-10-25T00:00:00;2018-05-07T00:00:00;1535;H;Surface;;;fueltype: O1b
NFDB_point.9591;POINT (2176107.5511382045 152730.6118812468);NB-2017-3-9-108;NB;;3-9-108;Portabello;45.91057;-66.3582;2017;10;23;2017-10-23T00:00:00;2017-11-03T00:00:00;415;H;Grass;;;
NFDB_point.4163;POINT (-526073.9296441069 308676.48323528096);SK-2017-17HB-SKPOW03;SK;;17HB-SKPOW03;17HB-SKPOW03;51.501283;-102.662983;2017;10;18;2017-10-18T00:00:00;2017-10-23T00:00:00;249.2;H;Wildfire;;;
NFDB_point.7841;POINT (-171845.20652251624 268163.76619614474);MB-2017-CE022;MB;;CE022;;51.391111;-97.490833;2017;10;18;2017-10-18T00:00:00;2017-10-26T00:00:00;200;H;;FUL;FUL-R (High Priority);Actioned
NFDB_point.3292;POINT (-1327782.14740141 1316822.568448774);AB-2017-HWF292;AB;;HWF292;;58.690667;-119.084833;2017;9;25;2017-09-25T00:00:00;2017-09-26T00:00:00;448;H;Ground;;;fueltype: O1b
NFDB_point.3291;POINT (-1323055.4070014562 1319959.1938771973);AB-2017-HWF291;AB;;HWF291;;58.733633;-119.027517;2017;9;24;2017-09-24T00:00:00;2017-11-17T00:00:00;1516.2;H;Surface;;;fueltype: O1b
NFDB_point.13605;POINT (386095.3959008532 189933.4545055488);ON-2017-THU59;ON;;THU59;;50.5624;-89.5126;2017;9;11;2017-09-11T00:00:00;2017-09-25T00:00:00;213.8000031;N;IFR;MON;;
NFDB_point.14930;POINT (387072.6737758943 227443.3090755893);ON-2017-THU58;ON;;THU58;;50.8997;-89.4524;2017;9;11;2017-09-11T00:00:00;2017-09-26T00:00:00;281.7000122;N;IFR;MON;;
NFDB_point.3671;POINT (-848818.4853548007 1009976.6024373467);SK-2017-17BN-ADAM;SK;;17BN-ADAM;17BN-ADAM;57.30958;-109.555817;2017;9;8;2017-09-08T00:00:00;2017-09-18T00:00:00;427;N;Wildfire;;;
NFDB_point.7588;POINT (-360466.63418735925 774283.4780309256);MB-2017-NE320;MB;;NE320;;55.886944;-100.8925;2017;9;7;2017-09-07T00:00:00;2017-10-01T00:00:00;2240.8;N;;;G (Low Priority);Limited Action
NFDB_point.12253;POINT (-1449553.109171183 2282658.8919348055);NT-2017-VQ036-17;NT;;VQ036-17;;66.200333;-129.896833;2017;9;7;2017-09-07T00:00:00;2017-10-26T00:00:00;304;N;;MON;MON-Monitored;
NFDB_point.13352;POINT (-1387842.0381301607 219684.41962750442);PC-WL-2017-2017WL13;PC;PC-WL;2017WL13;Kenow Fire;49.0682;-114.2923;2017;9;3;2017-09-03T00:00:00;;19302.9;N;Type 1;FUL;FUL-Full Response;Unified Command with PCA/AB/MD
NFDB_point.2498;POINT (-1740154.8372799275 425068.7125202827);BC-2017-2017-K52024;BC;;2017-K52024;;49.7298;-119.829;2017;9;2;2017-09-02T00:00:00;;2224;H;Fire;;;
NFDB_point.12602;POINT (-1348465.0244835406 1497009.5519122034);NT-2017-FS022-17;NT;;FS022-17;;60.155166;-120.675166;2017;9;2;2017-09-02T00:00:00;;813;N;;MON;MON-Monitored;
NFDB_point.2475;POINT (-1466011.9255062311 309786.6389363669);BC-2017-2017-N11999;BC;;2017-N11999;;49.6221;-115.7007;2017;9;1;2017-09-01T00:00:00;;398;H;Fire;;;
NFDB_point.3288;POINT (-1229360.8889592926 1410015.2121651694);AB-2017-HWF280;AB;;HWF280;;59.820917;-118.039767;2017;9;1;2017-09-01T00:00:00;2017-11-17T00:00:00;13539;N;Surface;;;fueltype: C1
NFDB_point.2483;POINT (-1398289.4926073465 215525.39060977567);BC-2017-2017-N11984;BC;;2017-N11984;;49.0044;-114.4116;2017;8;31;2017-08-31T00:00:00;;903.1;H;Fire;;;
NFDB_point.3470;POINT (-1432278.059905689 602970.3467334672);AB-2017-RWF062;AB;;RWF062;;52.23025;-116.615167;2017;8;31;2017-08-31T00:00:00;2017-10-27T00:00:00;842;H;Crown;;;fueltype: C2
NFDB_point.3471;POINT (-1410604.016135584 568040.609565516);AB-2017-RWF063;AB;;RWF063;;51.995583;-116.143167;2017;8;31;2017-08-31T00:00:00;2017-10-27T00:00:00;628;H;Crown;;;fueltype: C3
NFDB_point.13044;POINT (-1495127.5556307 1721305.733742667);PC-NA-2017-2017NA7;PC;PC-NA;2017NA7;;61.4591;-124.9867;2017;8;31;2017-08-31T00:00:00;;950;N;Type 5;MOD;MOD-Modified Response;5 km north of the Gate, size estimated from MODIS
NFDB_point.2254;POINT (-1394840.8024623736 1434220.4843347804);BC-2017-2017-G92008;BC;;2017-G92008;;59.4535;-121.0012;2017;8;30;2017-08-30T00:00:00;;301.1;N;Fire;;;
NFDB_point.2480;POINT (-1413540.809724083 252914.74234060664);BC-2017-2017-N11971;BC;;2017-N11971;;49.2833;-114.7663;2017;8;30;2017-08-30T00:00:00;;1751;N;Fire;;;
NFDB_point.2481;POINT (-1427687.2401321093 250032.95635923464);BC-2017-2017-N11976;BC;;2017-N11976;;49.2196;-114.9393;2017;8;30;2017-08-30T00:00:00;;5800;N;Fire;;;
NFDB_point.2482;POINT (-1398824.5460293912 258373.09298857674);BC-2017-2017-N11978;BC;;2017-N11978;;49.3705;-114.5962;2017;8;30;2017-08-30T00:00:00;;270;N;Fire;;;
NFDB_point.2517;POINT (-1388833.2050854096 219008.41749078035);BC-2017-2017-N11966;BC;;2017-N11966;;49.0597;-114.3025;2017;8;30;2017-08-30T00:00:00;;15448.8;N;Fire;;;
NFDB_point.12554;POINT (-1216739.1598613432 1572820.2932335306);NT-2017-SS098-17;NT;;SS098-17;;61.265833;-118.920833;2017;8;30;2017-08-30T00:00:00;2017-10-13T00:00:00;1382;N;;MON;MON-Monitored;
NFDB_point.2511;POINT (-1464930.2748134169 236559.76706043258);BC-2017-2017-N11844;BC;;2017-N11844;;49;-115.3667;2017;8;28;2017-08-28T00:00:00;;1285.4;N;Fire;;;
NFDB_point.4373;POINT (-627981.2019229948 948982.1191426916);SK-2017-17LA-ZIMMER2;SK;;17LA-ZIMMER2;17LA-ZIMMER2;57.159783;-105.678917;2017;8;28;2017-08-28T00:00:00;2017-09-20T00:00:00;1339.5;N;Wildfire;;;
NFDB_point.4765;POINT (-643868.8591271571 938575.7182813599);SK-2017-17LA-GRAHAM2;SK;;17LA-GRAHAM2;17LA-GRAHAM2;57.040783;-105.9138;2017;8;28;2017-08-28T00:00:00;2017-09-20T00:00:00;2432.4;N;Wildfire;;;
NFDB_point.5573;POINT (-666716.8361848543 923029.4468426057);SK-2017-17LX-SOPHIA;SK;;17LX-SOPHIA;17LX-SOPHIA;56.863617;-106.24705;2017;8;28;2017-08-28T00:00:00;2017-09-15T00:00:00;440.4;N;Wildfire;;;
NFDB_point.7600;POINT (37632.21558429546 821064.4687737562);MB-2017-NE312;MB;;NE312;;56.468056;-94.375556;2017;8;27;2017-08-27T00:00:00;2017-10-03T00:00:00;1683.3;N;;;W (Observation Zone);Actioned
NFDB_point.7804;POINT (-118397.8548595263 486299.0862596184);MB-2017-NE309;MB;;NE309;;53.39;-96.806389;2017;8;27;2017-08-27T00:00:00;2017-09-25T00:00:00;251;N;;;G (Low Priority);No Action
NFDB_point.2429;POINT (-1633120.13274406 693103.3048879076);BC-2017-2017-K12067;BC;;2017-K12067;;52.3431;-119.8737;2017;8;24;2017-08-24T00:00:00;;230.7;N;Fire;;;
NFDB_point.2500;POINT (-1692267.9166475278 421713.0614197785);BC-2017-2017-K51878;BC;;2017-K51878;;49.8641;-119.1933;2017;8;24;2017-08-24T00:00:00;;465;H;Fire;;;
NFDB_point.7659;POINT (13946.195033185724 697036.398233701);MB-2017-NE298;MB;;NE298;;55.331667;-94.775833;2017;8;24;2017-08-24T00:00:00;2017-09-20T00:00:00;1309;N;;;W (Observation Zone);Limited Action
NFDB_point.7660;POINT (31004.855840342752 707863.9218816538);MB-2017-NE299;MB;;NE299;;55.43;-94.500278;2017;8;24;2017-08-24T00:00:00;2017-09-20T00:00:00;382.1;N;;;W (Observation Zone);Limited Action
NFDB_point.7661;POINT (32122.378928419253 691199.8418910918);MB-2017-NE301;MB;;NE301;;55.277222;-94.484444;2017;8;24;2017-08-24T00:00:00;2017-09-20T00:00:00;391;N;;;W (Observation Zone);Limited Action
NFDB_point.7775;POINT (-119423.93300259455 431989.0584622212);MB-2017-EA071;MB;;EA071;;52.895;-96.798611;2017;8;22;2017-08-22T00:00:00;2017-09-08T00:00:00;228.6;N;;;G (Low Priority);No Action
NFDB_point.2427;POINT (-1529405.1944345539 597683.6023821943);BC-2017-2017-N41779;BC;;2017-N41779;;51.8824;-117.933;2017;8;21;2017-08-21T00:00:00;;213;N;Fire;;;
NFDB_point.7753;POINT (-123894.45444890969 504769.5732185985);MB-2017-NE311;MB;;NE311;;53.556944;-96.898611;2017;8;19;2017-08-19T00:00:00;2017-10-01T00:00:00;2442;N;;;G (Low Priority);No Action
NFDB_point.4869;POINT (-522991.6492693565 746149.285233268);SK-2017-17DB-MADDEN;SK;;17DB-MADDEN;17DB-MADDEN;55.4627;-103.461817;2017;8;18;2017-08-18T00:00:00;2017-09-10T00:00:00;473;N;Wildfire;;;
NFDB_point.7732;POINT (-64332.648167283136 522385.2580303871);MB-2017-NE285;MB;;NE285;;53.73;-95.990278;2017;8;17;2017-08-17T00:00:00;2017-09-27T00:00:00;2138;N;;;G (Low Priority);No Action
NFDB_point.7733;POINT (-18306.692571371947 548515.3396158493);MB-2017-NE288;MB;;NE288;;53.972778;-95.283611;2017;8;17;2017-08-17T00:00:00;2017-09-27T00:00:00;6366;N;;;G (Low Priority);Limited Action
NFDB_point.7735;POINT (-312713.09305530565 689586.4081877);MB-2017-NW071;MB;;NW071;;55.150833;-100.006667;2017;8;17;2017-08-17T00:00:00;2017-09-28T00:00:00;537;N;;FUL;FUL-R (High Priority);Actioned
NFDB_point.7593;POINT (-266275.4323546301 989132.7356973025);MB-2017-NE278;MB;;NE278;;57.926667;-99.613056;2017;8;16;2017-08-16T00:00:00;2017-10-03T00:00:00;244;N;;;W (Observation Zone);No Action
NFDB_point.7802;POINT (-20147.42281264598 444895.4256635625);MB-2017-NE279;MB;;NE279;;53.0275;-95.304444;2017;8;16;2017-08-16T00:00:00;2017-09-27T00:00:00;685;N;;;G (Low Priority);No Action
NFDB_point.7803;POINT (-21514.43861034538 450786.5246717073);MB-2017-NE280;MB;;NE280;;53.081111;-95.325556;2017;8;16;2017-08-16T00:00:00;2017-09-27T00:00:00;239.5;N;;;G (Low Priority);No Action
NFDB_point.15087;POINT (314809.89321389544 493769.74236589577);ON-2017-SLK175;ON;;SLK175;;53.365;-90.1962;2017;8;16;2017-08-16T00:00:00;2017-09-18T00:00:00;729.5;N;IFR;MON;;
NFDB_point.7731;POINT (-733.2188700648642 559239.7192323483);MB-2017-NE269;MB;;NE269;;54.071111;-95.011389;2017;8;15;2017-08-15T00:00:00;2017-10-03T00:00:00;28841.5;N;;;G (Low Priority);Limited Action
NFDB_point.7798;POINT (-52037.26872588955 422994.2323638536);MB-2017-EA066;MB;;EA066;;52.825556;-95.782222;2017;8;15;2017-08-15T00:00:00;2017-09-23T00:00:00;7121;N;;;G (Low Priority);No Action
NFDB_point.11837;POINT (-601814.01617154 1470455.4325767304);NT-2017-SS092-17;NT;;SS092-17;;61.938833;-106.883166;2017;8;15;2017-08-15T00:00:00;2017-09-25T00:00:00;3125;N;;MON;MON-Monitored;
NFDB_point.11879;POINT (-701330.4191429494 1354426.9510465958);NT-2017-SS090-17;NT;;SS090-17;;60.706;-108.320666;2017;8;15;2017-08-15T00:00:00;2017-08-31T00:00:00;466;N;;MON;MON-Monitored;
NFDB_point.12136;POINT (-517273.78406436223 1300864.3826649217);NT-2017-SS094-17;NT;;SS094-17;;60.525666;-104.735;2017;8;15;2017-08-15T00:00:00;2017-09-25T00:00:00;1212;N;;MON;MON-Monitored;
NFDB_point.12188;POINT (-676397.5235056521 1320525.463321894);NT-2017-SS091-17;NT;;SS091-17;;60.446166;-107.732833;2017;8;15;2017-08-15T00:00:00;2017-09-25T00:00:00;2191;N;;MON;MON-Monitored;
NFDB_point.12344;POINT (-1254469.6111639955 1930932.0889039594);NT-2017-FS019-17;NT;;FS019-17;;64.176;-122.457333;2017;8;15;2017-08-15T00:00:00;;306;N;;MON;MON-Monitored;
NFDB_point.12409;POINT (-1242577.2778061533 1842294.9383233618);NT-2017-FS018-17;NT;;FS018-17;;63.473666;-121.4665;2017;8;15;2017-08-15T00:00:00;;757;N;;MON;MON-Monitored;
NFDB_point.14285;POINT (630686.4903196429 653646.2351421239);ON-2017-COC25;ON;;COC25;;54.4824;-85.0543;2017;8;15;2017-08-15T00:00:00;2017-09-28T00:00:00;200;N;IFR;MON;;
NFDB_point.3297;POINT (-1108100.495893587 1279833.8118929453);AB-2017-HWF252;AB;;HWF252;;59.060983;-115.181917;2017;8;14;2017-08-14T00:00:00;2017-11-17T00:00:00;1852;N;Surface;;;fueltype: C1
NFDB_point.7625;POINT (-314639.6869860561 887472.5256492817);MB-2017-NE256;MB;;NE256;;56.959444;-100.300833;2017;8;14;2017-08-14T00:00:00;2017-10-01T00:00:00;830.3;N;;;W (Observation Zone);Limited Action
NFDB_point.7683;POINT (-73520.04684698091 733187.0794479586);MB-2017-NE266;MB;;NE266;;55.656944;-96.1925;2017;8;14;2017-08-14T00:00:00;2017-10-05T00:00:00;361;N;;;W (Observation Zone);No Action
NFDB_point.7730;POINT (-90392.47453089773 575563.2467701081);MB-2017-NE267;MB;;NE267;;54.211111;-96.409444;2017;8;14;2017-08-14T00:00:00;2017-09-25T00:00:00;630.4;N;;;G (Low Priority);Limited Action
NFDB_point.7756;POINT (-129757.96829706163 529980.9627372809);MB-2017-NE264;MB;;NE264;;53.785278;-97.000556;2017;8;14;2017-08-14T00:00:00;2017-09-25T00:00:00;1317.7;N;;;G (Low Priority);Limited Action
NFDB_point.3314;POINT (-1058356.409973613 1070968.474944625);AB-2017-SWF107;AB;;SWF107;;57.36025;-113.267667;2017;8;13;2017-08-13T00:00:00;2018-05-20T00:00:00;17023;N;Crown;;;fueltype: C2
NFDB_point.4393;POINT (-612949.3166889412 861694.4455273501);SK-2017-17LA-TAYLOR;SK;;17LA-TAYLOR;17LA-TAYLOR;56.390917;-105.192033;2017;8;13;2017-08-13T00:00:00;2017-08-29T00:00:00;258;N;Wildfire;;;
NFDB_point.5213;POINT (-616725.3862739628 861609.7661009282);SK-2017-17LA-FORD;SK;;17LA-FORD;17LA-FORD;56.3846;-105.253517;2017;8;13;2017-08-13T00:00:00;2017-09-23T00:00:00;13076.3;N;Wildfire;;;
NFDB_point.7682;POINT (-93131.8045010728 724664.0698440606);MB-2017-NE251;MB;;NE251;;55.575;-96.507222;2017;8;13;2017-08-13T00:00:00;2017-09-20T00:00:00;897;N;;;G (Low Priority);No Action
NFDB_point.7686;POINT (-154242.461067714 678383.1803422198);MB-2017-NE254;MB;;NE254;;55.133611;-97.466389;2017;8;13;2017-08-13T00:00:00;2017-09-26T00:00:00;211.6;N;;;G (Low Priority);Limited Action
NFDB_point.11327;POINT (-925015.8990159913 1887542.6764907143);NT-2017-ZF057-17;NT;;ZF057-17;;64.9265;-115.523333;2017;8;13;2017-08-13T00:00:00;2017-10-03T00:00:00;221;N;;MON;MON-Monitored;
NFDB_point.12010;POINT (-818146.2002715312 1412728.3823399544);NT-2017-SS088-17;NT;;SS088-17;;60.9865;-110.725833;2017;8;13;2017-08-13T00:00:00;2017-09-01T00:00:00;2542;N;;MON;MON-Monitored;
NFDB_point.12017;POINT (-858430.9815736894 1490383.2267851825);NT-2017-SS087-17;NT;;SS087-17;;61.586666;-111.8525;2017;8;13;2017-08-13T00:00:00;2017-09-08T00:00:00;797;N;;MON;MON-Monitored;
NFDB_point.12020;POINT (-819194.655791175 1422851.4728613365);NT-2017-SS089-17;NT;;SS089-17;;61.074833;-110.7925;2017;8;13;2017-08-13T00:00:00;2017-09-01T00:00:00;568;N;;MON;MON-Monitored;
NFDB_point.12278;POINT (-1045938.3211707865 1882381.3783118324);NT-2017-ZF058-17;NT;;ZF058-17;;64.5065;-117.951;2017;8;13;2017-08-13T00:00:00;2017-10-03T00:00:00;540;N;;MON;MON-Monitored;
NFDB_point.13233;POINT (-1049165.8734643282 1196643.700992927);PC-WB-2017-2017WB27;PC;PC-WB;2017WB27;South Garden River;58.4932;-113.7392;2017;8;13;2017-08-13T00:00:00;;2927;N;;MOD;MOD-Modified Response;Final size determined with Landsat/Sentinel satellite imagery
NFDB_point.3315;POINT (-1013588.3626245443 1091388.529409063);AB-2017-MWF081;AB;;MWF081;;57.65545;-112.629733;2017;8;12;2017-08-12T00:00:00;2017-09-13T00:00:00;354.9;N;Crown;;;fueltype: C2
NFDB_point.3793;POINT (-419720.34300175053 1051345.9790928457);SK-2017-17SR-TELLYN;SK;;17SR-TELLYN;17SR-TELLYN;58.3643;-102.3767;2017;8;12;2017-08-12T00:00:00;2017-08-29T00:00:00;1272.6;N;Wildfire;;;
NFDB_point.4204;POINT (-419167.98427042214 1045070.5304630506);SK-2017-17SR-EYES;SK;;17SR-EYES;17SR-EYES;58.30745;-102.354383;2017;8;12;2017-08-12T00:00:00;2017-08-22T00:00:00;353.4;N;Wildfire;;;
NFDB_point.5031;POINT (-428687.9326811177 1099557.432564116);SK-2017-17SR-TANKLESS;SK;;17SR-TANKLESS;17SR-TANKLESS;58.795883;-102.63405;2017;8;12;2017-08-12T00:00:00;2017-08-25T00:00:00;727.3;N;Wildfire;;;
NFDB_point.5051;POINT (-420316.5892647316 1058924.681614329);SK-2017-17SR-LYES;SK;;17SR-LYES;17SR-LYES;58.433033;-102.402517;2017;8;12;2017-08-12T00:00:00;2017-08-18T00:00:00;574.4;N;Wildfire;;;
NFDB_point.7587;POINT (-420633.1832142123 847496.4618657399);MB-2017-NE242;MB;;NE242;;56.499722;-102;2017;8;12;2017-08-12T00:00:00;2017-10-01T00:00:00;3136;N;;;W (Observation Zone);Limited Action
NFDB_point.7624;POINT (-166613.65480338308 870617.8812218709);MB-2017-NE230;MB;;NE230;;56.891389;-97.799167;2017;8;12;2017-08-12T00:00:00;2017-09-02T00:00:00;4116;N;;;W (Observation Zone);Limited Action
NFDB_point.7728;POINT (-85880.48088989632 526916.5682705408);MB-2017-NE241;MB;;NE241;;53.767778;-96.323333;2017;8;12;2017-08-12T00:00:00;2017-09-04T00:00:00;1693;N;;;G (Low Priority);Limited Action
NFDB_point.7729;POINT (-74274.4482422102 577061.9249699288);MB-2017-NE244;MB;;NE244;;54.227778;-96.158611;2017;8;12;2017-08-12T00:00:00;2017-09-25T00:00:00;233;N;;;G (Low Priority);Limited Action
NFDB_point.7745;POINT (-76561.32165494376 660322.3396113911);MB-2017-NE240;MB;;NE240;;54.988889;-96.219167;2017;8;12;2017-08-12T00:00:00;2017-09-25T00:00:00;961;N;;;G (Low Priority);No Action
NFDB_point.11582;POINT (-904201.3791384121 1841928.8825918855);NT-2017-ZF054-17;NT;;ZF054-17;;64.5855;-114.786833;2017;8;12;2017-08-12T00:00:00;2017-10-03T00:00:00;392;N;;MON;MON-Monitored;
NFDB_point.11720;POINT (-546972.200973095 1593234.6698996597);NT-2017-ZF051-17;NT;;ZF051-17;;63.147666;-106.247333;2017;8;12;2017-08-12T00:00:00;2017-10-03T00:00:00;994;N;;MON;MON-Monitored;
NFDB_point.11751;POINT (-744638.7244548039 1618865.4304493582);NT-2017-ZF063-17;NT;;ZF063-17;;63.000666;-110.302;2017;8;12;2017-08-12T00:00:00;2017-10-03T00:00:00;1568;N;;MON;MON-Monitored;
NFDB_point.12442;POINT (-1037774.169737345 1598559.9788148403);NT-2017-ZF048-17;NT;;ZF048-17;;62.059666;-115.825;2017;8;12;2017-08-12T00:00:00;2017-10-03T00:00:00;2873;N;;MON;MON-Monitored;
NFDB_point.12609;POINT (-980194.8597547553 1411919.402785868);NT-2017-SS086-17;NT;;SS086-17;;60.579166;-113.673666;2017;8;12;2017-08-12T00:00:00;2017-09-08T00:00:00;4209;N;;MON;MON-Monitored;
NFDB_point.3305;POINT (-1085998.7198463883 1172754.215165283);AB-2017-HWF246;AB;;HWF246;;58.18299;-114.232952;2017;8;11;2017-08-11T00:00:00;2017-09-07T00:00:00;255;N;Crown;;;fueltype: C2
NFDB_point.3867;POINT (-493830.0199415738 1072160.2064234558);SK-2017-17SR-LISBY;SK;;17SR-LISBY;17SR-LISBY;58.468433;-103.71405;2017;8;11;2017-08-11T00:00:00;2017-08-22T00:00:00;933.5;N;Wildfire;;;
NFDB_point.4291;POINT (-685624.932565602 1039773.094824756);SK-2017-17LX-ENGEMMAN;SK;;17LX-ENGEMMAN;17LX-ENGEMMAN;57.888417;-106.923933;2017;8;11;2017-08-11T00:00:00;2017-09-19T00:00:00;50498.7;N;Wildfire;;;
NFDB_point.4400;POINT (-474608.23473547 938658.8783336007);SK-2017-17LA-REILLY;SK;;17LA-REILLY;17LA-REILLY;57.273167;-103.081083;2017;8;11;2017-08-11T00:00:00;2017-09-20T00:00:00;1264.2;N;Wildfire;;;
NFDB_point.4764;POINT (-643868.8591271571 938575.7182813599);SK-2017-17LA-GRAHAM;SK;;17LA-GRAHAM;17LA-GRAHAM;57.040783;-105.9138;2017;8;11;2017-08-11T00:00:00;2017-08-26T00:00:00;1152.8;N;Wildfire;;;
NFDB_point.5148;POINT (-727890.951849183 1009535.5895311818);SK-2017-17BN-FRISCO;SK;;17BN-FRISCO;17BN-FRISCO;57.540833;-107.538167;2017;8;11;2017-08-11T00:00:00;2017-09-18T00:00:00;16322.3;N;Wildfire;;;
NFDB_point.7727;POINT (-112355.66242351859 603649.5050697564);MB-2017-NE209;MB;;NE209;;54.462778;-96.763889;2017;8;11;2017-08-11T00:00:00;2017-10-01T00:00:00;1307.1;N;;;G (Low Priority);Limited Action
NFDB_point.7800;POINT (-130230.20481122442 490674.6056793276);MB-2017-NE226;MB;;NE226;;53.426667;-96.988889;2017;8;11;2017-08-11T00:00:00;2017-09-25T00:00:00;1325;N;;;G (Low Priority);No Action
NFDB_point.7801;POINT (-131442.1706850734 486872.9600274698);MB-2017-NE227;MB;;NE227;;53.391667;-97.005556;2017;8;11;2017-08-11T00:00:00;2017-09-04T00:00:00;904;N;;;G (Low Priority);No Action
NFDB_point.11585;POINT (-962259.8911938457 1790006.769148732);NT-2017-ZF049-17;NT;;ZF049-17;;63.961333;-115.615833;2017;8;11;2017-08-11T00:00:00;2017-10-03T00:00:00;308;N;;MON;MON-Monitored;
NFDB_point.14369;POINT (413377.22744023893 442411.3747256659);ON-2017-NIP95;ON;;NIP95;;52.821;-88.7771;2017;8;11;2017-08-11T00:00:00;2017-08-13T00:00:00;214.199997;N;IFR;MON;;
NFDB_point.2473;POINT (-1408356.9956756595 399507.982598491);BC-2017-2017-N21945;BC;;2017-N21945;;50.5552;-115.3325;2017;8;10;2017-08-10T00:00:00;;203;N;Fire;;;
NFDB_point.2485;POINT (-1496030.9260325804 344428.91527328175);BC-2017-2017-N11676;BC;;2017-N11676;;49.8299;-116.2517;2017;8;10;2017-08-10T00:00:00;;322;N;Fire;;;
NFDB_point.3310;POINT (-1124981.838220005 1165434.1308817482);AB-2017-HWF242;AB;;HWF242;;58.01015;-114.840883;2017;8;10;2017-08-10T00:00:00;2017-09-05T00:00:00;719;N;Crown;;;fueltype: C2
NFDB_point.3955;POINT (-600437.7913447808 933517.5354881897);SK-2017-17LA-KEY;SK;;17LA-KEY;17LA-KEY;57.060817;-105.176983;2017;8;10;2017-08-10T00:00:00;2017-09-20T00:00:00;918.2;N;Wildfire;;;
NFDB_point.4366;POINT (-622185.9769844146 940312.2432764666);SK-2017-17LA-DAKOTA;SK;;17LA-DAKOTA;17LA-DAKOTA;57.090017;-105.557933;2017;8;10;2017-08-10T00:00:00;2017-09-20T00:00:00;2583.6;N;Wildfire;;;
NFDB_point.4797;POINT (-637412.334382012 836455.507654544);SK-2017-17LA-CORNELL;SK;;17LA-CORNELL;17LA-CORNELL;56.12585;-105.522717;2017;8;10;2017-08-10T00:00:00;2017-09-20T00:00:00;808.7;N;Wildfire;;;
