FID;the_geom;NFDBFIREID;SRC_AGENCY;NAT_PARK;FIRE_ID;FIRENAME;LATITUDE;LONGITUDE;YEAR;MONTH;DAY;REP_DATE;OUT_DATE;SIZE_HA;CAUSE;FIRE_TYPE;RESPONSE;PROTZONE;MORE_INFO
NFDB_point.10884;POINT (-685587.7402130303 1378366.8934543282);NT-2004-CR009-04;NT;;CR009-04;;60.9525;-108.1226;2004;7;9;2004-07-09T00:00:00;2004-09-27T00:00:00;1476.82;N;;MON;MON-Monitored;
NFDB_point.11040;POINT (-793592.7620251881 1415908.066627177);NT-2004-CR002-04;NT;;CR002-04;;61.0698;-110.2865;2004;7;9;2004-07-09T00:00:00;2004-08-24T00:00:00;11452;N;;MON;MON-Monitored;
NFDB_point.11041;POINT (-786033.2166500082 1396643.8287122287);NT-2004-CR003-04;NT;;CR003-04;;60.9133;-110.0601;2004;7;9;2004-07-09T00:00:00;2004-08-24T00:00:00;13332;N;;MOD;MOD-Limited Action;
NFDB_point.11048;POINT (-859208.5785487058 1465309.770789404);NT-2004-SM004-04;NT;;SM004-04;;61.361;-111.7405;2004;7;9;2004-07-09T00:00:00;2004-09-09T00:00:00;3715;N;;MON;MON-Monitored;
NFDB_point.9751;POINT (-1727015.112644052 2188562.4847119367);YT-2004-2004MA022;YT;;2004MA022;;64.065;-133.8647222;2004;7;8;2004-07-08T00:00:00;2004-10-30T00:00:00;12998;N;;;Wilderness FMZ;10 Miles East Beaver River
NFDB_point.9902;POINT (-1845870.1579742816 2127648.2104898724);YT-2004-2004CA014;YT;;2004CA014;;62.9666667;-135.1333333;2004;7;8;2004-07-08T00:00:00;2004-09-30T00:00:00;4859;N;;;Wilderness FMZ;Kalzas Range
NFDB_point.9903;POINT (-1848617.9574055795 2087357.001593934);YT-2004-2004CA015;YT;;2004CA015;;62.65;-134.7;2004;7;8;2004-07-08T00:00:00;2004-09-29T00:00:00;7510;N;;;Wilderness FMZ;Detour Lakes
NFDB_point.9972;POINT (-2043380.529521483 1930182.5412747199);YT-2004-2004XY019;YT;;2004XY019;;60.4125;-135.9363889;2004;7;8;2004-07-08T00:00:00;2004-09-30T00:00:00;2742;N;;;Wilderness FMZ;Primrose River
NFDB_point.9639;POINT (-1596521.9142091598 2433510.8075988945);YT-2004-2004OC015;YT;;2004OC015;;66.6111111;-134.6472222;2004;7;7;2004-07-07T00:00:00;2004-09-30T00:00:00;4321;N;;;Wilderness FMZ;GWACHOO Creek
NFDB_point.9640;POINT (-1599231.9183480362 2429536.38369644);YT-2004-2004OC016;YT;;2004OC016;;66.5666667;-134.6444444;2004;7;7;2004-07-07T00:00:00;2004-07-26T00:00:00;361;N;;;Wilderness FMZ;GWACHOO Creek #2
NFDB_point.9869;POINT (-1854942.9800041884 2141127.3690452287);YT-2004-2004MA020;YT;;2004MA020;;63.0175;-135.4444444;2004;7;7;2004-07-07T00:00:00;2004-10-30T00:00:00;504;N;;;Wilderness FMZ;Mt. VanBibber - Clark Hill
NFDB_point.1985;POINT (-1650118.6931205804 627757.1874661222);BC-2004-2004-K10398;BC;;2004-K10398;;51.7353;-119.7393;2004;7;6;2004-07-06T00:00:00;;234;N;Fire;;;
NFDB_point.9846;POINT (-1722834.1287595124 2016521.066908564);YT-2004-2004RR022;YT;;2004RR022;;62.7680556;-131.8025;2004;7;6;2004-07-06T00:00:00;2004-09-30T00:00:00;6041;N;;;Wilderness FMZ;Riddell River
NFDB_point.9947;POINT (-1708200.8088160097 1851543.3743461203);YT-2004-2004WL032;YT;;2004WL032;;61.5497222;-129.8163889;2004;7;6;2004-07-06T00:00:00;2004-09-30T00:00:00;3613;N;;;Transition FMZ;West of the West arm of Frances Lake
NFDB_point.9908;POINT (-1882089.8380047053 2125259.3505498325);YT-2004-2004CA013;YT;;2004CA013;;62.75;-135.695;2004;7;5;2004-07-05T00:00:00;2004-09-30T00:00:00;599;N;;;Transition FMZ;3 km south of Pelly River
NFDB_point.9918;POINT (-1714282.4051683599 1918685.283358267);YT-2004-2004RR019;YT;;2004RR019;;62.0483333;-130.6072222;2004;7;5;2004-07-05T00:00:00;2004-09-30T00:00:00;12435;N;;;Transition FMZ;Fortin Lake
NFDB_point.9931;POINT (-1709445.112663736 1932668.2681551995);YT-2004-2004RR020;YT;;2004RR020;;62.1816667;-130.6730556;2004;7;5;2004-07-05T00:00:00;2004-09-30T00:00:00;342;N;;;Wilderness FMZ;Traffic Mtn
NFDB_point.9894;POINT (-2034011.0642572993 2251104.5924383015);YT-2004-2004BC011;YT;;2004BC011;;62.7877778;-139.6777778;2004;7;4;2004-07-04T00:00:00;2005-01-18T00:00:00;257;N;;;Wilderness FMZ;Home Creek
NFDB_point.9965;POINT (-1679380.6879456171 1645188.4812184284);YT-2004-2004WL029;YT;;2004WL029;;60.0366667;-127.3791667;2004;7;4;2004-07-04T00:00:00;2004-09-30T00:00:00;19052;N;;;Transition FMZ;Barney Lake
NFDB_point.9915;POINT (-2087689.9734646818 2277449.6471837536);YT-2004-2004BC009;YT;;2004BC009;;62.6480556;-140.8438889;2004;7;3;2004-07-03T00:00:00;2004-07-25T00:00:00;354;N;;;Stratigic FMZ;Scottie Creek
NFDB_point.9938;POINT (-1873394.5607539704 2000056.6042290898);YT-2004-2004XY017;YT;;2004XY017;;61.8594444;-134.0947222;2004;7;3;2004-07-03T00:00:00;2004-09-30T00:00:00;14531;N;;;Wilderness FMZ;Solitary Creek - North Big Salmon
NFDB_point.9750;POINT (-1704273.8135635538 2201431.654693355);YT-2004-2004MA019;YT;;2004MA019;;64.2830556;-133.6252778;2004;7;2;2004-07-02T00:00:00;2004-10-30T00:00:00;4728;N;;;Wilderness FMZ;East Rackla River
NFDB_point.9779;POINT (-1853315.1768515545 2297062.961929015);YT-2004-2004DA036;YT;;2004DA036;;64.1744444;-137.3813889;2004;7;2;2004-07-02T00:00:00;2004-09-30T00:00:00;497;N;;;Wilderness FMZ;Wolf Creek
NFDB_point.3668;POINT (-866599.2203742064 948983.068511399);SK-2004-04LL-JOSEPHINE;SK;;04LL-JOSEPHINE;04LL-JOSEPHINE;56.7263;-109.614;2004;7;1;2004-07-01T00:00:00;2004-09-30T00:00:00;464.9;N;Wildfire;;;
NFDB_point.5184;POINT (-569333.3470502715 974132.3727338118);SK-2004-04SE-KEEFE;SK;;04SE-KEEFE;04SE-KEEFE;57.4745;-104.763;2004;7;1;2004-07-01T00:00:00;2004-08-11T00:00:00;22800;N;Wildfire;;;
NFDB_point.5485;POINT (-529943.2535448001 1005027.3821384567);SK-2004-04SE-MICHAEL;SK;;04SE-MICHAEL;04SE-MICHAEL;57.8095;-104.173;2004;7;1;2004-07-01T00:00:00;2004-09-22T00:00:00;25037.5;N;Wildfire;;;
NFDB_point.9664;POINT (-1662990.563788509 2542561.9741872055);YT-2004-2004OC014;YT;;2004OC014;;67.0469444;-137.4316667;2004;7;1;2004-07-01T00:00:00;2004-09-30T00:00:00;7448;N;;;Wilderness FMZ;Porcupine River
NFDB_point.9816;POINT (-1971162.4742390784 2258055.502546104);YT-2004-2004DA035;YT;;2004DA035;;63.2097222;-138.7863889;2004;7;1;2004-07-01T00:00:00;2004-09-30T00:00:00;8612;N;;;Wilderness FMZ;Scroggie Creek
NFDB_point.9826;POINT (-1997542.4336166596 2330643.990706214);YT-2004-2004DA034;YT;;2004DA034;;63.5666667;-140.1666667;2004;7;1;2004-07-01T00:00:00;2004-09-30T00:00:00;7983;N;;;Wilderness FMZ;Twenty Mile Creek
NFDB_point.9842;POINT (-1694477.5300013747 2077445.7297548284);YT-2004-2004MA018;YT;;2004MA018;;63.3833333;-132;2004;7;1;2004-07-01T00:00:00;2004-10-30T00:00:00;6254;N;;;Wilderness FMZ;Hess River
NFDB_point.9845;POINT (-1690537.0105991338 2074858.7243712158);YT-2004-2004RR018;YT;;2004RR018;;63.3833333;-131.9027778;2004;7;1;2004-07-01T00:00:00;2004-09-30T00:00:00;9558;N;;;Wilderness FMZ;Emerald Creek
NFDB_point.9855;POINT (-1761911.3492590564 2146999.639292924);YT-2004-2004MA015;YT;;2004MA015;;63.5647222;-133.9630556;2004;7;1;2004-07-01T00:00:00;2004-10-30T00:00:00;1499;N;;;Wilderness FMZ;Junction of Hess and Stewart
NFDB_point.9866;POINT (-1765286.6565555525 2132939.2238932215);YT-2004-2004MA014;YT;;2004MA014;;63.4402778;-133.8530556;2004;7;1;2004-07-01T00:00:00;2004-10-30T00:00:00;1925;N;;;Wilderness FMZ;5km N of Hess
NFDB_point.9867;POINT (-1748913.81216555 2117141.1489213724);YT-2004-2004MA016;YT;;2004MA016;;63.4066667;-133.3891667;2004;7;1;2004-07-01T00:00:00;2004-10-30T00:00:00;340;N;;;Wilderness FMZ;8km N of Hess
NFDB_point.9868;POINT (-1728417.3891456004 2078981.7068276173);YT-2004-2004MA017;YT;;2004MA017;;63.2213889;-132.5988889;2004;7;1;2004-07-01T00:00:00;2004-10-30T00:00:00;21860;N;;;Wilderness FMZ;W end of Fairweather Lake
NFDB_point.9893;POINT (-2008125.1136134434 2243833.8096566414);YT-2004-2004BC007;YT;;2004BC007;;62.8902778;-139.1819444;2004;7;1;2004-07-01T00:00:00;2005-01-18T00:00:00;4449;N;;;Wilderness FMZ;Coffee Creek
NFDB_point.9939;POINT (-1855604.5784776022 1987295.8110783105);YT-2004-2004RR017;YT;;2004RR017;;61.8572222;-133.6661111;2004;6;30;2004-06-30T00:00:00;2004-09-30T00:00:00;5209;N;;;Wilderness FMZ;Thomas Creek
NFDB_point.9765;POINT (-1916250.822627319 2448708.1789964796);YT-2004-2004DA031;YT;;2004DA031;;64.885;-140.5002778;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;36747;N;;;Wilderness FMZ;Tatonduk RIver
NFDB_point.9813;POINT (-1964217.658177831 2328829.180538678);YT-2004-2004DA027;YT;;2004DA027;;63.7538889;-139.6138889;2004;6;29;2004-06-29T00:00:00;2004-06-30T00:00:00;992;N;;;Transition FMZ;Indian and Yukon RIver
NFDB_point.9814;POINT (-1974987.9158973843 2313799.02469891);YT-2004-2004DA028;YT;;2004DA028;;63.5833333;-139.5833333;2004;6;29;2004-06-29T00:00:00;2004-06-30T00:00:00;10158;N;;;Transition FMZ;Lucky Joe Creek
NFDB_point.9815;POINT (-1932127.584896516 2402440.9159511807);YT-2004-2004DA033;YT;;2004DA033;;64.465;-140.1066667;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;1060;N;;;Wilderness FMZ;tributary of Coal Creek
NFDB_point.9824;POINT (-1986245.9488741101 2328396.826106069);YT-2004-2004DA026;YT;;2004DA026;;63.6188889;-139.9580556;2004;6;29;2004-06-29T00:00:00;2004-06-30T00:00:00;2207;N;;;Wilderness FMZ;60 Mile River
NFDB_point.9825;POINT (-1991053.486430017 2355934.220953367);YT-2004-2004DA029;YT;;2004DA029;;63.7830556;-140.4086111;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;28353;N;;;Wilderness FMZ;Fifty Mile Crk/Matson Crk
NFDB_point.9833;POINT (-1899721.7556708348 2321821.0444060275);YT-2004-2004DA030;YT;;2004DA030;;64.085;-138.4763889;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;17383;N;;;Stratigic FMZ;Medrick  Creek and North Klondike River
NFDB_point.9900;POINT (-1857075.7427302196 2129087.0940545015);YT-2004-2004CA009;YT;;2004CA009;;62.9161111;-135.3341667;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;11424;N;;;Wilderness FMZ;MacMillan
NFDB_point.9901;POINT (-1844311.2598456934 2097577.1660180623);YT-2004-2004CA010;YT;;2004CA010;;62.75;-134.75;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;8803;N;;;Wilderness FMZ;Pelly River
NFDB_point.9968;POINT (-1578736.3127498403 1637374.9318921291);YT-2004-2004WL028;YT;;2004WL028;;60.4152778;-125.6661111;2004;6;29;2004-06-29T00:00:00;2004-09-30T00:00:00;1429;N;;;Wilderness FMZ;Beaver River
NFDB_point.10743;POINT (-994451.0350724837 1832169.2609243593);NT-2004-ZF019-04;NT;;ZF019-04;;64.2333;-116.55;2004;6;29;2004-06-29T00:00:00;2004-08-11T00:00:00;8610;N;;MON;MON-Monitored;
NFDB_point.11384;POINT (-1376563.0343028652 2065185.3360642488);NT-2004-VQ008-04;NT;;VQ008-04;;64.7875;-126.0833;2004;6;29;2004-06-29T00:00:00;2004-08-30T00:00:00;594;H;;MON;MON-Monitored;
NFDB_point.9616;POINT (-1661843.4876139213 2549507.7601448908);YT-2004-2004OC013;YT;;2004OC013;;67.1038889;-137.5122222;2004;6;28;2004-06-28T00:00:00;2004-06-30T00:00:00;5000;N;;;Wilderness FMZ;Porcupine River
NFDB_point.9642;POINT (-1604220.5629615076 2408265.847838204);YT-2004-2004OC020;YT;;2004OC020;;66.38;-134.4516667;2004;6;28;2004-06-28T00:00:00;2004-09-30T00:00:00;15379;N;;;Wilderness FMZ;Caribou river (formerly Virth Creek)
NFDB_point.9865;POINT (-1756184.1273431813 2084007.8100641686);YT-2004-2004MA013;YT;;2004MA013;;63.1158333;-133.1272222;2004;6;28;2004-06-28T00:00:00;2004-10-30T00:00:00;220;N;;;Wilderness FMZ;South of Russell Creek
NFDB_point.9937;POINT (-1899256.995941211 1986208.8002804113);YT-2004-2004XY012;YT;;2004XY012;;61.6166667;-134.35;2004;6;28;2004-06-28T00:00:00;2004-09-30T00:00:00;4593;N;;;Wilderness FMZ;Teruktu Creek/ Last Peak
NFDB_point.9974;POINT (-1707491.154065804 1715984.822030079);YT-2004-2004WL026;YT;;2004WL026;;60.4763889;-128.4844444;2004;6;28;2004-06-28T00:00:00;2004-09-30T00:00:00;9963;N;;;Stratigic FMZ;Thunder Mountain
NFDB_point.10742;POINT (-999480.3973406953 1853068.2113061282);NT-2004-ZF014-04;NT;;ZF014-04;;64.4;-116.8;2004;6;28;2004-06-28T00:00:00;2004-09-30T00:00:00;4944;N;;;;Abandoned
NFDB_point.10778;POINT (-1022130.5202876426 1872765.4502228);NT-2004-ZF011-04;NT;;ZF011-04;;64.5;-117.4;2004;6;28;2004-06-28T00:00:00;2004-09-30T00:00:00;3056;N;;;;Abandoned
NFDB_point.11601;POINT (-1393454.9121214917 1816415.7281937143);NT-2004-FS005-04;NT;;FS005-04;;62.6666;-124.0333;2004;6;28;2004-06-28T00:00:00;2004-08-05T00:00:00;7641;N;;MON;MON-Monitored;
NFDB_point.12957;POINT (-1513504.9134510574 1741310.157764596);PC-NA-2004-NA-2;PC;PC-NA;2004-NA-2;04NAH002;61.5458;-125.48;2004;6;28;2004-06-28T00:00:00;;1151;N;;;EXT;
NFDB_point.1840;POINT (-1764558.7853495975 1521133.3071328602);BC-2004-2004-G90273;BC;;2004-G90273;;58.6539;-127.6254;2004;6;27;2004-06-27T00:00:00;;255.1;N;Fire;;;
NFDB_point.5124;POINT (-625342.3461991906 964581.0279443911);SK-2004-04SE-MD01;SK;;04SE-MD01;04SE-MD01;57.3053;-105.679;2004;6;27;2004-06-27T00:00:00;2004-08-12T00:00:00;6500;H;Wildfire;;;
NFDB_point.9822;POINT (-2029118.5265039632 2315073.6157673816);YT-2004-2004DA022;YT;;2004DA022;;63.2666667;-140.45;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;1448;N;;;Wilderness FMZ;Ladue Creek
NFDB_point.9823;POINT (-2001786.872076721 2284562.666174925);YT-2004-2004DA025;YT;;2004DA025;;63.2166667;-139.6166667;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;4262;N;;;Wilderness FMZ;Shamrock Dome
NFDB_point.9873;POINT (-1779442.6386844593 2042703.9194055307);YT-2004-2004RR011;YT;;2004RR011;;62.6788889;-133.0447222;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;20626;N;;;Wilderness FMZ;Barwell Lake
NFDB_point.9923;POINT (-1657268.447840837 1782695.898773471);YT-2004-2004WL020;YT;;2004WL020;;61.2425;-128.2944444;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;2282;N;;;Wilderness FMZ;Nahanni Range road
NFDB_point.9955;POINT (-1618481.4895824974 1715218.496459242);YT-2004-2004WL022;YT;;2004WL022;;60.8752778;-127.0180556;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;8375;N;;;Wilderness FMZ;North End of Rock River
NFDB_point.9956;POINT (-1616851.4160834283 1702731.9295063224);YT-2004-2004WL023;YT;;2004WL023;;60.7813889;-126.8772222;2004;6;27;2004-06-27T00:00:00;2004-09-30T00:00:00;867;N;;;Wilderness FMZ;Rock River
NFDB_point.11543;POINT (-1446810.9031233648 2027072.1108905245);NT-2004-VQ007-04;NT;;VQ007-04;;64.168;-127.0193;2004;6;27;2004-06-27T00:00:00;2004-08-04T00:00:00;3093.5;N;;MON;MON-Monitored;
NFDB_point.12050;POINT (-1510294.557305067 1717831.903515534);NT-2004-JF011-04;NT;;JF011-04;;61.3666;-125.2166;2004;6;27;2004-06-27T00:00:00;2004-08-06T00:00:00;755.6;N;;MON;MON-Monitored;
NFDB_point.9812;POINT (-1950329.390303106 2335222.6404131143);YT-2004-2004DA021;YT;;2004DA021;;63.8819444;-139.4777778;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;3816;N;;FUL;FUL-Full FMZ;French Gulch
NFDB_point.9854;POINT (-1788335.5188224998 2148608.2609075108);YT-2004-2004MA010;YT;;2004MA010;;63.4355556;-134.4288889;2004;6;26;2004-06-26T00:00:00;2004-10-30T00:00:00;10113;N;;;Wilderness FMZ;Stewart River
NFDB_point.9860;POINT (-1801639.7364556403 2152310.1029318427);YT-2004-2004MA012;YT;;2004MA012;;63.3916667;-134.6966667;2004;6;26;2004-06-26T00:00:00;2004-10-30T00:00:00;1110;N;;;Transition FMZ;Stewart River
NFDB_point.9864;POINT (-1795750.6883534906 2150887.1832755017);YT-2004-2004MA011;YT;;2004MA011;;63.4127778;-134.5808333;2004;6;26;2004-06-26T00:00:00;2004-10-30T00:00:00;16095;N;;;Wilderness FMZ;Stewart River
NFDB_point.9907;POINT (-1937703.1652556516 2031906.3785042684);YT-2004-2004CA008;YT;;2004CA008;;61.75;-135.4780556;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;33119;N;;;Transition FMZ;lower Chain Lake
NFDB_point.9930;POINT (-1768868.7924954183 1920402.8156884504);YT-2004-2004RR009;YT;;2004RR009;;61.7905556;-131.5286111;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;321;N;;;Transition FMZ;Weasel Mountain
NFDB_point.9954;POINT (-1602011.1403667864 1643775.7401838228);YT-2004-2004WL019;YT;;2004WL019;;60.3672222;-126.1061111;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;21686;N;;;Wilderness FMZ;Toobally Lake east
NFDB_point.9970;POINT (-1832695.9823803068 1854469.123234847);YT-2004-2004TE003;YT;;2004TE003;;60.9577778;-131.8663889;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;338;N;;;Wilderness FMZ;north west of caribou lake
NFDB_point.9975;POINT (-1638262.269787085 1649743.758551634);YT-2004-2004WL018;YT;;2004WL018;;60.2569444;-126.7530556;2004;6;26;2004-06-26T00:00:00;2004-09-30T00:00:00;8098;N;;;Wilderness FMZ;Lootz Lake
NFDB_point.1829;POINT (-1960661.1652304716 1709778.7628167244);BC-2004-2004-R90184;BC;;2004-R90184;;59.1916;-132.3666;2004;6;25;2004-06-25T00:00:00;;800;N;Fire;;;
NFDB_point.1839;POINT (-1813464.0814673852 1479613.3194452426);BC-2004-2004-R90198;BC;;2004-R90198;;58.0987;-128.0123;2004;6;25;2004-06-25T00:00:00;;1600;N;Fire;;;
NFDB_point.1981;POINT (-1993039.707698477 795583.2058032509);BC-2004-2004-C50265;BC;;2004-C50265;;51.8126;-125.3259;2004;6;25;2004-06-25T00:00:00;;8100.1;N;Fire;;;
NFDB_point.9722;POINT (-1616405.437668394 2318083.896506861);YT-2004-2004MA005;YT;;2004MA005;;65.6330556;-133.5;2004;6;25;2004-06-25T00:00:00;2004-10-30T00:00:00;6286;N;;;Wilderness FMZ;On the Snake River
NFDB_point.9723;POINT (-1640189.298859416 2371867.995740647);YT-2004-2004MA007;YT;;2004MA007;;65.9127778;-134.6352778;2004;6;25;2004-06-25T00:00:00;2004-10-30T00:00:00;35421;N;;;Wilderness FMZ;South side of  the Peel River
NFDB_point.9774;POINT (-1703902.3976355752 2289362.7809102493);YT-2004-2004MA006;YT;;2004MA006;;64.9491667;-134.7136111;2004;6;25;2004-06-25T00:00:00;2004-09-30T00:00:00;4296;N;;;Wilderness FMZ;Junction - Wind River & Bear River
NFDB_point.9811;POINT (-1952080.8270029523 2289050.761268638);YT-2004-2004DA019;YT;;2004DA019;;63.5433333;-138.8891667;2004;6;25;2004-06-25T00:00:00;2004-06-29T00:00:00;13370;N;;;Transition FMZ;Eureka Creek
NFDB_point.9863;POINT (-1872958.792596001 2156664.2975189863);YT-2004-2004MA009;YT;;2004MA009;;63.0333333;-135.9277778;2004;6;25;2004-06-25T00:00:00;2004-10-30T00:00:00;47445;N;;;Transition FMZ;Woodburn Creek
NFDB_point.9964;POINT (-1713232.06791658 1801630.0914112348);YT-2004-2004WL017;YT;;2004WL017;;61.1308333;-129.4019444;2004;6;25;2004-06-25T00:00:00;2004-09-30T00:00:00;31659;N;;;Stratigic FMZ;Campbell Range
NFDB_point.12140;POINT (-1376865.6846602845 1499758.7385967881);NT-2004-FS002-04;NT;;FS002-04;;60.0745;-121.1778;2004;6;25;2004-06-25T00:00:00;2004-09-09T00:00:00;2194;N;;;;Abandoned
NFDB_point.1818;POINT (-1668958.7189316629 1628507.190120549);BC-2004-2004-G90232;BC;;2004-G90232;;59.9487;-127.062;2004;6;24;2004-06-24T00:00:00;;32000;N;Fire;;;
NFDB_point.1871;POINT (-1828090.8781885065 528690.8258084827);BC-2004-2004-K70172;BC;;2004-K70172;;50.278;-121.5313;2004;6;24;2004-06-24T00:00:00;;1493;N;Fire;;;
NFDB_point.1874;POINT (-1864251.1177326993 600380.4762619263);BC-2004-2004-K70198;BC;;2004-K70198;;50.7342;-122.4167;2004;6;24;2004-06-24T00:00:00;;2414;N;Fire;;;
NFDB_point.9614;POINT (-1648336.710923071 2573833.6075105336);YT-2004-2004OC008;YT;;2004OC008;;67.3575;-137.6194444;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;25654;N;;;Wilderness FMZ;Porcupine and Bell Rivers
NFDB_point.9615;POINT (-1625966.7983367275 2572157.939597169);YT-2004-2004OC009;YT;;2004OC009;;67.4730556;-137.1722222;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;3626;N;;;Wilderness FMZ;Bell River/Waters River
NFDB_point.9637;POINT (-1592322.9237745816 2402022.774790216);YT-2004-2004OC010;YT;;2004OC010;;66.3966667;-134.1447222;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;2770;N;;;Wilderness FMZ;Peel River/Hogan Lake
NFDB_point.9638;POINT (-1626977.8861217243 2385090.6902911826);YT-2004-2004OC011;YT;;2004OC011;;66.0833333;-134.5666667;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;24975;N;;;Wilderness FMZ;Aghoo Creek
NFDB_point.9705;POINT (-1742274.534930708 2563229.895969804);YT-2004-2004OC007;YT;;2004OC007;;66.7341667;-139.1863889;2004;6;24;2004-06-24T00:00:00;2004-07-13T00:00:00;16806;N;;;Wilderness FMZ;Upper Fishing Branch
NFDB_point.9719;POINT (-1762843.7723124442 2502259.257030662);YT-2004-2004OC006;YT;;2004OC006;;66.1786111;-138.6552778;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;112117;N;;;Wilderness FMZ;Miner River
NFDB_point.9810;POINT (-1965353.617727722 2325937.859244055);YT-2004-2004DA016;YT;;2004DA016;;63.7266667;-139.5930556;2004;6;24;2004-06-24T00:00:00;2004-06-30T00:00:00;3382;N;;;Transition FMZ;West of Ruby Mountain
NFDB_point.9821;POINT (-2026742.5800259628 2330593.870670662);YT-2004-2004DA017;YT;;2004DA017;;63.3894444;-140.6227778;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;12023;N;;;Wilderness FMZ;N. Ladue River/Rice Creek
NFDB_point.9929;POINT (-1773704.1279311667 1892639.8987768358);YT-2004-2004RR008;YT;;2004RR008;;61.5505556;-131.315;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;736;N;;;Wilderness FMZ;41 miles east of Ross
NFDB_point.9951;POINT (-1759856.480788847 1830474.954549525);YT-2004-2004WL015;YT;;2004WL015;;61.1333333;-130.45;2004;6;24;2004-06-24T00:00:00;2004-09-30T00:00:00;8163;N;;;Wilderness FMZ;South of Fire Lake
NFDB_point.1853;POINT (-1885629.888434026 895938.074845776);BC-2004-2004-C10175;BC;;2004-C10175;;53.0692;-124.5789;2004;6;23;2004-06-23T00:00:00;;1510;N;Fire;;;
NFDB_point.1856;POINT (-1879300.7464906801 890742.840056051);BC-2004-2004-C10176;BC;;2004-C10176;;53.0527;-124.4582;2004;6;23;2004-06-23T00:00:00;;494;N;Fire;;;
NFDB_point.1903;POINT (-1429139.0963870469 1292800.6540900576);BC-2004-2004-G80200;BC;;2004-G80200;;58.1305;-120.5703;2004;6;23;2004-06-23T00:00:00;;800;N;Fire;;;
NFDB_point.1914;POINT (-1909386.4872942616 1469708.928419435);BC-2004-2004-R90101;BC;;2004-R90101;;57.5738;-129.355;2004;6;23;2004-06-23T00:00:00;;6000;N;Fire;;;
NFDB_point.9807;POINT (-1962555.3007521762 2283960.332921147);YT-2004-2004DA012;YT;;2004DA012;;63.4452778;-138.9891667;2004;6;23;2004-06-23T00:00:00;2004-07-04T00:00:00;23583;N;;;Wilderness FMZ;Dome Creek/Black Hills
NFDB_point.9808;POINT (-1966218.8746348803 2289223.48254676);YT-2004-2004DA013;YT;;2004DA013;;63.4611111;-139.1169444;2004;6;23;2004-06-23T00:00:00;2004-06-28T00:00:00;6088;N;;;Wilderness FMZ;Top of Henderson Creek
NFDB_point.9809;POINT (-1986844.664049192 2264011.5513814925);YT-2004-2004DA015;YT;;2004DA015;;63.1597222;-139.1116667;2004;6;23;2004-06-23T00:00:00;2004-09-30T00:00:00;25533;N;;;Wilderness FMZ;Brewer Creek
NFDB_point.9820;POINT (-1957227.7058118035 2403095.968951036);YT-2004-2004DA014;YT;;2004DA014;;64.3177778;-140.5219444;2004;6;23;2004-06-23T00:00:00;2004-09-30T00:00:00;10268;N;;;Wilderness FMZ;Clinton Creek
NFDB_point.9834;POINT (-1859984.590834186 2269455.8490431947);YT-2004-2004MA004;YT;;2004MA004;;63.9352778;-137.1327778;2004;6;23;2004-06-23T00:00:00;2004-10-30T00:00:00;5686;N;;;Wilderness FMZ;Little South Klondike
NFDB_point.9897;POINT (-1977628.5069913699 2132050.0332590532);YT-2004-2004CA004;YT;;2004CA004;;62.2633333;-137.2966667;2004;6;23;2004-06-23T00:00:00;2004-09-30T00:00:00;15961;N;;;Wilderness FMZ;Bow Creek and Seymour Creek
NFDB_point.9906;POINT (-1900366.4780322434 2105701.049050551);YT-2004-2004CA006;YT;;2004CA006;;62.5038889;-135.7547222;2004;6;23;2004-06-23T00:00:00;2004-09-30T00:00:00;6245;N;;;Transition FMZ;Tadru Lake
NFDB_point.9917;POINT (-1675089.9466965192 1979459.993443916);YT-2004-2004RR006;YT;;2004RR006;;62.7172222;-130.5883333;2004;6;23;2004-06-23T00:00:00;2004-09-30T00:00:00;2323;N;;;Wilderness FMZ;Ross Creek
