province,fire_id,latitude,longitude,year,size_ha,cause
Ontario,SLK21,52.583,-91.2974,2015,429.0,Natural
Ontario,RED44,51.2952,-94.6458,2015,1024.0,Natural
British Columbia,2015-G90269,59.1845,-122.3646,2015,1047.0,Natural
British Columbia,2015-G90287,59.2333,-120.0,2015,1918.3,Natural
British Columbia,2015-G90292,58.0797,-121.9575,2015,2421.1,Natural
Alberta,MWF091,59.051,-110.78875,2015,1127.8,Natural
Alberta,HWF220,58.462933,-118.18735,2015,7048.19,Natural
Alberta,HWF217,58.52995,-118.0047,2015,28270.0,Natural
Alberta,HWF219,58.190767,-118.35585,2015,11945.8,Natural
Alberta,HWF216,57.767067,-114.488367,2015,457.6,Natural
Alberta,HWF227,57.5809,-114.77335,2015,2131.69,Natural
Alberta,HWF228,57.561667,-114.419417,2015,309.5,Natural
Alberta,HWF213,57.916833,-116.023867,2015,12822.5,Natural
Saskatchewan,15BN-JACKSON,58.2625,-109.429167,2015,26375.2843,Natural
Saskatchewan,15LX-FISH,57.008333,-106.7625,2015,5800.63289,Natural
Saskatchewan,15LA-MARCUS,55.577967,-104.603983,2015,346.335778,Natural
Saskatchewan,15LA-ELI,55.2657,-105.285517,2015,11317.0,Natural
Saskatchewan,15LX-BRENDA,55.348517,-107.019933,2015,400.0,Natural
Saskatchewan,15LX-BAR,55.47925,-106.5089,2015,1107.319931,Natural
Saskatchewan,15WY-PHILION,54.540617,-106.544117,2015,106749.9719,Natural
Saskatchewan,15LF-EAST,54.297983,-105.36475,2015,733.560277,Natural
Saskatchewan,15HB-BORDER,53.5125,-101.770833,2015,359.309501,Natural
