province,fire_id,latitude,longitude,year,size_ha,cause
Alberta,RWF040,52.808677,-116.203747,2023,5089.0,Human
Alberta,GWF019,54.735667,-119.032783,2023,18884.0,Natural
Alberta,SWF067,55.022167,-115.8975,2023,534.0,Natural
British Columbia,2023-G30210,53.2884,-120.0705,2023,1100.0,Human
Saskatchewan,23LX-SHAW,55.558417,-108.380233,2023,191000.0,Human
Manitoba,EA005,51.955,-99.6419,2023,1269.0,Human
Alberta,RWF032,52.905417,-115.695967,2023,15000.0,Natural
Alberta,SWF059,56.054333,-115.008333,2023,1036.0,Natural
Alberta,EWF031,53.145183,-115.686783,2023,201913.0,Natural
Alberta,SWF057,55.034283,-115.14815,2023,16728.0,Natural
Alberta,SWF058,54.893733,-115.664967,2023,1500.0,Natural
Alberta,SWF060,55.956383,-115.056367,2023,43981.0,Natural
Alberta,RWF034,52.815117,-115.450383,2023,87492.0,Natural
Alberta,SWF063,54.95775,-115.681083,2023,123670.0,Natural
Alberta,SWF064,54.896,-116.100217,2023,40606.0,Natural
Alberta,LWF091,54.50045,-113.6563,2023,200.0,Unknown
Saskatchewan,23HB-DELTA,53.960517,-102.40425,2023,359.0,Human
Saskatchewan,23BR-SAULTEAUX,53.121339,-108.196355,2023,15000.0,Human
Alberta,RWF027,52.82095,-115.908167,2023,13100.0,Natural
Alberta,HWF036,58.4906,-119.4031,2023,203022.0,Unknown
Saskatchewan,23LF-ROCKY,53.701691,-104.596457,2023,794.0,Human
Alberta,HWF030,58.468,-114.483875,2023,96582.2,Unknown
British Columbia,2023-G80220,56.271,-119.9341,2023,6422.17,Human
British Columbia,2023-G80175,56.5319,-121.9246,2023,385.0,Human
Saskatchewan,23BN-LOCAL,56.481967,-109.435333,2023,266.0,Human
Saskatchewan,23PA-LILLY,53.0138,-106.190767,2023,754.0,Human
Saskatchewan,23BN-VERMETTE,55.644317,-109.219233,2023,88446.0,Human
Alberta,2023WL2,49.0793,-113.8443,2023,240.0,Human
British Columbia,2023-C50100,52.0351,-123.177,2023,209.0,Human
Alberta,2022BA039,51.922,-116.877,2022,300.0,Unknown
British Columbia,2022-G92687,57.6557,-123.4481,2022,900.0,Human
Alberta,HWF-107-2022,58.6548,-118.7154,2022,288.0,Human
Alberta,CCU-003-2022,50.8258,-111.8942,2022,400.0,Unknown
British Columbia,2022-C52648,51.9749,-124.1548,2022,248.0,Human
British Columbia,2022-G72672,54.8054,-121.2563,2022,456.0,Natural
British Columbia,2022-N62637,49.0106,-118.3054,2022,203.0,Human
British Columbia,2022-G92640,57.7296,-123.4991,2022,1000.0,Human
British Columbia,2022-G92591,58.3698,-123.91,2022,1500.0,Human
British Columbia,2022-V12576,49.6862,-121.842,2022,360.0,Natural
Northwest Territories,FS040-22,61.72,-123.3677,2022,2009.0,Natural
Alberta,HWF-096-2022,58.8811,-114.9978,2022,2303.9,Natural
British Columbia,2022-G82427,57.4593,-123.653,2022,2484.3,Human
Northwest Territories,FS039-22,60.9471,-120.3961,2022,747.0,Natural
British Columbia,2022-V12335,49.3572,-121.51,2022,845.0,Human
British Columbia,2022-K42324,50.641,-118.3261,2022,286.0,Human
British Columbia,2022-V82307,49.8665,-125.9849,2022,358.0,Natural
Saskatchewan,22LA-GEORGE,56.2728,-106.3616,2022,1555.0,Natural
British Columbia,2022-G72252,54.7395,-120.9923,2022,2300.0,Natural
British Columbia,2022-V12211,49.1547,-121.0135,2022,282.0,Natural
British Columbia,2022-N72255,50.3086,-116.8954,2022,265.5,Natural
Alberta,ANP-001-2022,53.0511,-118.147,2022,5500.0,Unknown
Alberta,2022JA006,53.0511,-118.147,2022,6457.0,Natural
British Columbia,2022-G72178,55.0286,-120.54,2022,6499.0,Natural
British Columbia,2022-G72150,56.0043,-122.719,2022,34753.0,Natural
Northwest Territories,SS080-22,60.4372,-108.078,2022,357.5,Natural
Saskatchewan,22LX-FELLOW,55.7884,-106.899,2022,1321.5,Natural
Saskatchewan,22BN-CARIBOU,56.7963,-107.6215,2022,399.9,Natural
British Columbia,2022-K72076,50.2991,-122.0343,2022,357.0,Natural
British Columbia,2022-V12079,48.9923,-121.4383,2022,1200.0,Human
Northwest Territories,SS076-22,60.3785,-111.7865,2022,6813.6,Natural
British Columbia,2022-K72080,50.1573,-122.2095,2022,787.0,Natural
British Columbia,2022-K71995,51.0147,-122.3754,2022,4683.0,Natural
British Columbia,2022-V11952,49.0406,-121.1594,2022,1250.0,Natural
Northwest Territories,FS037-22,61.3552,-120.2028,2022,661.6,Natural
British Columbia,2022-V11912,49.0434,-121.3188,2022,215.0,Natural
British Columbia,2022-N71980,50.0457,-116.8587,2022,1106.0,Natural
Alberta,MWF-086-2022,59.4787,-111.3228,2022,1264.7,Natural
Alberta,MWF-092-2022,59.6749,-111.0799,2022,357.5,Natural
Alberta,MWF-087-2022,59.2016,-110.552,2022,400.0,Natural
Saskatchewan,22BN-EVER,57.0196,-108.8651,2022,9693.8,Natural
Saskatchewan,22SR-TRAIN,59.745,-106.9784,2022,937.6,Natural
Saskatchewan,22SR-PAINTON,58.3912,-102.53,2022,1046.6,Natural
British Columbia,2022-R21934,53.5521,-127.0484,2022,330.0,Natural
British Columbia,2022-G71778,55.6844,-122.4988,2022,1793.0,Natural
British Columbia,2022-V11746,49.0115,-120.7316,2022,14970.0,Natural
Saskatchewan,22SR-HAWKROCK,58.7222,-104.664,2022,4413.7,Natural
Saskatchewan,22SR-MURPHY,58.4777,-104.3263,2022,998.5,Natural
British Columbia,2022-K71717,50.5828,-122.1234,2022,1201.0,Natural
British Columbia,2022-N51956,49.8559,-117.8081,2022,333.91,Natural
British Columbia,2022-N51881,49.3487,-117.1308,2022,796.0,Natural
Alberta,MWF-082-2022,59.4281,-111.0923,2022,344.9,Natural
Alberta,MWF-080-2022,59.3214,-110.9842,2022,1969.8,Natural
Alberta,MWF-077-2022,59.2233,-110.5797,2022,1040.0,Natural
Saskatchewan,22SR-SMITH,58.5898,-106.3219,2022,975.6,Natural
Saskatchewan,22LA-DOUGALL,55.5418,-105.7414,2022,325.0,Natural
Saskatchewan,22SR-DAWSON,58.031,-103.8356,2022,493.0,Natural
British Columbia,2022-N41661,50.8311,-117.8456,2022,296.0,Natural
British Columbia,2022-V81666,49.7011,-125.698,2022,350.0,Natural
British Columbia,2022-N41724,51.2252,-118.095,2022,243.0,Natural
Northwest Territories,VQ033-22,66.1357,-128.2802,2022,5673.8,Natural
Northwest Territories,FS035-22,61.1246,-120.6338,2022,649.0,Natural
Northwest Territories,FS034-22,61.1582,-120.6327,2022,879.0,Natural
Northwest Territories,SS073-22,60.3,-118.3667,2022,10041.6,Natural
Northwest Territories,ZF071-22,63.0386,-114.7163,2022,516.3,Natural
Northwest Territories,ZF072-22,63.4624,-114.0147,2022,703.8,Natural
Northwest Territories,SS071-22,61.1833,-111.4333,2022,324.6,Natural
Northwest Territories,SS079-22,61.3619,-103.2181,2022,228.1,Natural
Alberta,2022WB016,58.1015,-112.512,2022,4400.0,Natural
Saskatchewan,22SR-THOMPSON,58.0876,-104.1819,2022,2364.9,Natural
Saskatchewan,22LA-MINOR,57.9,-103.8,2022,1600.0,Natural
Saskatchewan,22LA-BAILEY,55.7939,-103.6691,2022,1000.0,Natural
Alberta,MWF-074-2022,59.8744,-110.2978,2022,4354.4,Natural
Northwest Territories,FS030-22,63.069,-123.02,2022,1263.9,Natural
Northwest Territories,FS031-22,63.9393,-122.059,2022,6087.6,Natural
Northwest Territories,FS029-22,62.0627,-121.1069,2022,3594.2,Natural
Northwest Territories,FS032-22,62.8058,-120.1877,2022,1058.8,Natural
Northwest Territories,SS074-22,62.1738,-117.7913,2022,343.1,Natural
Northwest Territories,SS069-22,60.2444,-111.3497,2022,26762.0,Natural
British Columbia,2022-V11595,50.071,-122.037,2022,895.0,Natural
British Columbia,2022-N72263,49.6497,-117.3124,2022,660.0,Natural
Northwest Territories,FS028-22,63.3362,-121.7082,2022,1642.6,Natural
Alberta,2022WB015,59.8462,-114.6542,2022,330.0,Natural
Northwest Territories,2022NA010,61.2327,-125.937,2022,4000.0,Natural
British Columbia,2022-V81461,49.6559,-125.73,2022,248.0,Natural
Northwest Territories,SS061-22,60.6262,-109.6252,2022,8726.5,Natural
British Columbia,2022-K71440,50.1954,-122.2086,2022,3012.0,Natural
Alberta,ABC-003-2022,48.9998,-114.7117,2022,670.0,Unknown
Northwest Territories,SS060-22,60.7043,-112.2757,2022,402.2,Natural
Saskatchewan,22BN-NEVER,56.8266,-108.5494,2022,5543.5,Natural
British Columbia,2022-N41303,50.9282,-117.8662,2022,360.0,Human
British Columbia,2022-N71281,49.1917,-117.0842,2022,294.0,Natural
Saskatchewan,22SF-HAZLET,50.3379,-108.4819,2022,202.0,Human
British Columbia,2022-G71148,55.5312,-122.0367,2022,213.0,Natural
British Columbia,2022-N11134,49.5575,-116.3237,2022,422.0,Natural
British Columbia,2022-N11064,49.0962,-115.6781,2022,248.0,Natural
British Columbia,2022-N11062,49.0017,-114.7119,2022,1245.51,Natural
British Columbia,2022-K21279,51.4801,-119.7315,2022,385.8,Natural
British Columbia,2022-N41057,51.183,-118.0851,2022,379.0,Natural
British Columbia,2022-N10989,49.3086,-115.6165,2022,1719.2,Natural
Newfoundland and Labrador,2022-144,49.3408,-55.5691,2022,283.0,Unknown
British Columbia,2022-G61701,56.0775,-125.7202,2022,713.0,Natural
British Columbia,2022-K40937,50.6997,-118.3108,2022,270.0,Natural
Northwest Territories,ZF060-22,63.0,-116.5667,2022,16692.1,Natural
British Columbia,2022-K20872,50.8132,-120.5377,2022,268.0,Natural
British Columbia,2022-K20943,51.4279,-119.8519,2022,309.0,Natural
British Columbia,2022-K50863,49.3697,-119.8173,2022,7042.0,Human
British Columbia,2022-N20881,50.7368,-115.7054,2022,1333.0,Natural
British Columbia,2022-K70927,50.9198,-121.6894,2022,997.0,Natural
Newfoundland and Labrador,2022-139,48.594,-55.514,2022,5614.0,Unknown
Newfoundland and Labrador,2022-136,49.3693,-55.495,2022,16750.7,Unknown
Northwest Territories,ZF056-22,63.9722,-113.6188,2022,11673.0,Natural
Northwest Territories,2022NA008,61.2357,-125.9639,2022,1250.0,Natural
Manitoba,WE050,55.1089,-101.8792,2022,7153.9,Natural
Alberta,RWF-038-2022,52.4558,-116.2936,2022,480.41,Natural
Manitoba,NO050,57.1019,-101.4694,2022,1681.0,Natural
Saskatchewan,22DB-PAGATO,56.0797,-102.5499,2022,1469.0,Natural
Alberta,LWF-118-2022,56.0411,-110.319,2022,452.0,Natural
Manitoba,EA012,52.6697,-96.4333,2022,400.9,Natural
Saskatchewan,22BN-CHUNK,56.7196,-108.6419,2022,551.2,Natural
Saskatchewan,22LX-FORCIER,56.0776,-107.612,2022,714.3,Natural
Alberta,SWF-078-2022,57.1752,-113.1009,2022,1336.9,Natural
Manitoba,NO045,55.9517,-100.9692,2022,1038.6,Natural
Manitoba,NO044,55.9961,-100.9531,2022,551.3,Natural
Manitoba,NO043,56.0394,-100.8894,2022,1229.5,Natural
Saskatchewan,22LX-HOLDEN,56.1102,-106.7414,2022,2122.9,Natural
Saskatchewan,22DB-RICHARD,55.1044,-102.0827,2022,12727.5,Natural
Saskatchewan,22LX-TWIST,56.2068,-106.8695,2022,4997.9,Natural
Saskatchewan,22LX-TORN,56.3834,-106.7434,2022,543.9,Natural
Manitoba,NO033,56.155,-101.92,2022,22289.0,Natural
Manitoba,WE029,54.7378,-100.885,2022,645.2,Natural
Manitoba,NO037,56.6503,-98.7706,2022,384.3,Natural
Saskatchewan,22BN-GIPSY,56.4741,-109.9955,2022,7976.7,Natural
Saskatchewan,22SR-SNARE,58.4454,-107.8726,2022,560.2,Natural
Saskatchewan,22SR-DAVY,58.8654,-107.7934,2022,214.1,Natural
Saskatchewan,22SR-METOS,59.2799,-107.7316,2022,1063.7,Natural
Saskatchewan,22LX-EAGLE,55.9018,-106.9701,2022,659.8,Natural
Saskatchewan,22LX-HAWK,56.9705,-106.5565,2022,1216.8,Natural
Alberta,MWF-046-2022,57.5632,-111.4393,2022,790.0,Natural
Manitoba,NO030,55.8536,-101.1514,2022,2869.8,Natural
Manitoba,NO031,56.3669,-100.2911,2022,352.5,Natural
Northwest Territories,VQ028-22,66.3775,-117.2001,2022,6270.2,Natural
Saskatchewan,22LX-BLACK,55.6395,-107.881,2022,400.7,Natural
Saskatchewan,22LX-COOPER,55.6872,-107.1392,2022,2692.0,Natural
Saskatchewan,22LX-CUP,56.1848,-106.8064,2022,300.0,Natural
Saskatchewan,22LX-VEDETTE,56.5804,-106.6544,2022,9207.8,Natural
Saskatchewan,22LX-FOX,57.1195,-106.5464,2022,1192.0,Natural
British Columbia,2022-K70580,50.2408,-121.6027,2022,4564.0,Human
Manitoba,NO026,56.1419,-101.6492,2022,22289.0,Natural
Manitoba,WE026,55.7486,-101.6061,2022,52759.7,Natural
Manitoba,NO024,56.5719,-101.5894,2022,1791.2,Natural
Manitoba,NO027,55.995,-100.6383,2022,1088.9,Natural
Manitoba,WE027,54.9761,-99.4022,2022,1448.0,Natural
Manitoba,NO022,58.435,-99.0022,2022,469.2,Natural
Northwest Territories,ZF052-22,63.5925,-103.3703,2022,582.7,Natural
Saskatchewan,22BN-WASK,56.7166,-108.8752,2022,225.8,Natural
Saskatchewan,22SR-TODOS,59.3386,-106.72,2022,375.0,Natural
Saskatchewan,22DB-LABBEE,55.686,-102.5772,2022,5443.0,Natural
Saskatchewan,22LA-KYASKA,56.2171,-102.4527,2022,5000.0,Natural
Manitoba,WE019,55.5075,-100.6633,2022,31047.8,Natural
Manitoba,WE020,55.5133,-100.6406,2022,738.1,Natural
Manitoba,WE021,55.5353,-100.5353,2022,32496.9,Natural
Northwest Territories,VQ029-22,67.5553,-128.9891,2022,2885.2,Natural
Northwest Territories,ZF047-22,64.235,-117.5683,2022,944.2,Natural
Northwest Territories,ZF049-22,65.9333,-117.1833,2022,573.0,Natural
Northwest Territories,ZF050-22,65.9333,-116.555,2022,959.9,Natural
Northwest Territories,SS053-22,60.065,-110.5059,2022,6083.2,Natural
Northwest Territories,SS056-22,60.156,-105.3048,2022,306.5,Natural
Saskatchewan,22LX-WHEELER,57.0488,-106.1797,2022,5873.1,Natural
Saskatchewan,22LX-SMOKEY,57.1113,-105.9188,2022,4496.6,Natural
Saskatchewan,22LX-RAPID,57.9072,-105.6811,2022,8585.3,Natural
Northwest Territories,VQ027-22,66.3807,-127.7324,2022,7265.9,Natural
Northwest Territories,FS017-22,60.9862,-120.3518,2022,1430.3,Natural
Saskatchewan,22LA-COSTIGAN,56.9604,-105.818,2022,214.0,Natural
Saskatchewan,22LA-RUSSEL,57.4491,-105.2609,2022,3382.0,Natural
Saskatchewan,22SR-BELL,58.7159,-104.5338,2022,1932.4,Natural
Saskatchewan,22SR-HEINZ,58.2326,-102.5477,2022,10373.4,Natural
Alberta,HWF-053-2022,59.4006,-115.5616,2022,366.0,Natural
Northwest Territories,FS020-22,63.7195,-123.4343,2022,374.1,Natural
Northwest Territories,SS052-22,60.8333,-106.8833,2022,1100.0,Natural
Northwest Territories,SS050-22,60.5028,-106.5112,2022,613.0,Natural
Saskatchewan,22BN-SUNDAY,58.0586,-109.0684,2022,2693.5,Natural
Saskatchewan,22LA-GARTH,56.6288,-104.8984,2022,405.0,Natural
Northwest Territories,EV011-22,67.8147,-131.8297,2022,358.8,Natural
Northwest Territories,VQ023-22,64.9039,-124.6478,2022,16280.8,Natural
Northwest Territories,VQ022-22,63.5404,-125.5943,2022,466.2,Natural
Northwest Territories,FS019-22,63.0917,-125.0507,2022,655.5,Natural
Northwest Territories,FS015-22,62.4333,-122.6,2022,1708.4,Natural
Northwest Territories,VQ025-22,64.6641,-120.9103,2022,7981.4,Natural
Northwest Territories,VQ026-22,64.6673,-120.1428,2022,759.4,Natural
Northwest Territories,ZF034-22,63.825,-120.0917,2022,3177.4,Natural
Northwest Territories,ZF035-22,64.7292,-119.4792,2022,223.9,Natural
Northwest Territories,ZF037-22,63.925,-119.1917,2022,550.5,Natural
Northwest Territories,SS047-22,60.1645,-107.807,2022,435.2,Natural
Northwest Territories,ZF033-22,62.5833,-106.0,2022,431.7,Natural
Northwest Territories,SS049-22,61.0835,-105.976,2022,496.1,Natural
Northwest Territories,ZF038-22,63.5417,-103.9467,2022,730.0,Natural
British Columbia,2022-G90789,59.8315,-126.6955,2022,944.8,Natural
Northwest Territories,EV007-22,66.9962,-131.5474,2022,4493.7,Natural
Northwest Territories,EV008-22,67.073,-131.1924,2022,2679.0,Natural
Northwest Territories,EV009-22,67.0503,-131.1002,2022,2005.0,Natural
Northwest Territories,VQ018-22,65.4056,-129.2247,2022,646.1,Natural
Northwest Territories,VQ015-22,64.2538,-126.604,2022,737.8,Natural
Northwest Territories,VQ020-22,63.5922,-125.4358,2022,595.7,Natural
Northwest Territories,FS012-22,61.2222,-121.5425,2022,64312.1,Natural
Northwest Territories,SS038-22,60.6333,-108.1667,2022,3166.3,Natural
Northwest Territories,SS046-22,61.2833,-106.95,2022,957.8,Natural
Northwest Territories,SS039-22,60.4833,-106.5,2022,823.1,Natural
Northwest Territories,SS040-22,60.2667,-106.3,2022,526.8,Natural
Northwest Territories,SS042-22,60.3667,-105.4833,2022,227.2,Natural
Northwest Territories,SS045-22,61.4167,-105.3833,2022,627.1,Natural
Northwest Territories,SS044-22,60.6667,-105.3667,2022,549.7,Natural
Northwest Territories,SS043-22,60.2833,-105.2833,2022,739.4,Natural
Northwest Territories,2022NA004,61.3221,-126.9162,2022,9200.0,Natural
Northwest Territories,2022WB010,60.1411,-114.1775,2022,2225.0,Natural
Saskatchewan,22SR-CURRENT,59.0209,-103.7846,2022,962.0,Natural
Northwest Territories,SS033-22,61.245,-117.7167,2022,1033.2,Natural
Northwest Territories,ZF031-22,62.6242,-105.7742,2022,389.1,Natural
Northwest Territories,ZF032-22,62.617,-105.6388,2022,857.2,Natural
Northwest Territories,2022TH002,63.033,-108.6091,2022,314.0,Natural
Saskatchewan,22BN-BIRCH,56.9854,-107.6241,2022,9897.8,Natural
Northwest Territories,EV005-22,67.7915,-135.6185,2022,275.1,Natural
Northwest Territories,2022TH001,62.8982,-107.4017,2022,759.0,Natural
Northwest Territories,VQ014-22,65.377,-129.8024,2022,287.2,Natural
Northwest Territories,2022NA003,61.7986,-126.0213,2022,425.0,Natural
Northwest Territories,2022NA002,62.5107,-128.6996,2022,975.0,Natural
Northwest Territories,2022NA001,62.3406,-129.1524,2022,560.0,Natural
Northwest Territories,VQ010-22,64.965,-126.1419,2022,1564.6,Natural
Northwest Territories,SS029-22,60.8908,-112.05,2022,7084.0,Natural
British Columbia,2022-R90474,59.3855,-131.2842,2022,1100.0,Natural
British Columbia,2022-N70969,49.89,-117.0758,2022,1924.0,Natural
Alberta,MWF-033-2022,59.7682,-111.0471,2022,2010.8,Natural
Alberta,MWF-034-2022,59.5952,-110.8377,2022,1301.6,Natural
Northwest Territories,EV003-22,65.7859,-131.9972,2022,4004.7,Natural
British Columbia,2022-R90436,59.7616,-129.4523,2022,12330.0,Natural
Northwest Territories,SS027-22,62.1843,-118.3596,2022,270.4,Natural
Northwest Territories,ZF024-22,64.42,-117.6723,2022,4596.8,Natural
Northwest Territories,ZF025-22,64.76,-117.2283,2022,29246.2,Natural
Northwest Territories,ZF027-22,63.9673,-114.9938,2022,3973.6,Natural
Saskatchewan,22BN-DIGBEE,57.2827,-109.5864,2022,47155.6,Natural
Manitoba,NO007,57.1058,-100.7919,2022,1183.8,Natural
Northwest Territories,VQ008-22,64.4145,-122.7641,2022,15353.3,Natural
Saskatchewan,22BN-GOLD,56.2757,-108.1993,2022,2337.4,Natural
British Columbia,2022-V50368,50.8752,-124.7301,2022,258.0,Natural
Alberta,HWF-043-2022,59.8682,-118.2986,2022,6604.4,Natural
Saskatchewan,22LX-BAKER,56.7054,-107.4981,2022,1089.6,Natural
Alberta,MWF-031-2022,59.031,-111.1564,2022,40417.71,Natural
Alberta,MWF-032-2022,56.4519,-110.0784,2022,6585.2,Natural
Northwest Territories,FS010-22,60.6188,-124.309,2022,440.5,Natural
British Columbia,2022-R90464,57.7019,-127.8192,2022,324.0,Natural
British Columbia,2022-G60782,56.1373,-122.9407,2022,1661.7,Natural
Northwest Territories,ZF018-22,64.3048,-114.3517,2022,18709.4,Natural
Saskatchewan,22BN-BARTLETT,58.617,-109.7866,2022,880.3,Natural
Saskatchewan,22SR-MORRISON,58.6998,-108.4098,2022,232.4,Natural
Saskatchewan,22LX-MANN,57.5375,-105.1173,2022,463.8,Natural
Northwest Territories,VQ006-22,64.3143,-120.98,2022,711.7,Natural
Northwest Territories,FS008-22,62.8901,-123.1419,2022,38104.3,Natural
Northwest Territories,FS009-22,61.9333,-122.4833,2022,9572.7,Natural
Northwest Territories,VQ005-22,64.5309,-122.3203,2022,769.4,Natural
Northwest Territories,ZF010-22,63.9488,-116.9132,2022,868.3,Natural
Northwest Territories,VQ003-22,64.5506,-121.7505,2022,15234.5,Natural
Northwest Territories,ZF017-22,65.1555,-118.8825,2022,40234.0,Natural
Northwest Territories,ZF009-22,61.9497,-115.3353,2022,36706.0,Natural
Saskatchewan,22SR-BANNOCK,58.89,-102.8815,2022,1194.0,Natural
Northwest Territories,FS006-22,60.7223,-123.7153,2022,8660.9,Natural
Saskatchewan,22BN-BERRY,58.3268,-109.0462,2022,1786.9,Natural
Northwest Territories,ZF008-22,63.7393,-114.7174,2022,27464.6,Natural
Northwest Territories,SS018-22,60.2543,-110.4927,2022,22811.4,Natural
Quebec,20221080269,56.7853,-65.9153,2022,466.7,Natural
Saskatchewan,22SR-WATSON,58.7186,-102.8555,2022,1197.6,Natural
Saskatchewan,22SR-EVAN,59.4952,-102.3294,2022,20533.3,Natural
British Columbia,2022-G90313,58.5758,-127.5882,2022,1608.0,Natural
Northwest Territories,SS013-22,60.7788,-113.0658,2022,205.8,Natural
Quebec,20221080265,55.1161,-74.4865,2022,1983.4,Natural
Quebec,20221080268,52.9563,-74.2485,2022,360.9,Natural
Quebec,20221080267,57.8609,-68.1948,2022,200.5,Natural
Quebec,20221080266,52.3369,-66.7323,2022,3558.6,Natural
Saskatchewan,22SR-BOARDER,59.9876,-108.6862,2022,6691.9,Natural
Alberta,MWF-022-2022,59.4184,-110.8127,2022,33207.1,Natural
Alberta,MWF-025-2022,56.6829,-110.7144,2022,1554.0,Natural
Manitoba,NO003,55.855,-100.2961,2022,2684.9,Natural
Northwest Territories,SS014-22,60.1663,-109.593,2022,250.2,Natural
Northwest Territories,SS015-22,60.0033,-108.657,2022,5543.5,Natural
Northwest Territories,SS016-22,61.1188,-104.8418,2022,2738.9,Natural
Quebec,20221080264,55.1481,-74.4843,2022,3474.2,Natural
Quebec,20221080263,52.259,-72.076,2022,224.6,Natural
Saskatchewan,22SR-BYERS,59.7877,-108.3978,2022,1831.1,Natural
Alberta,MWF-018-2022,59.641,-111.3252,2022,2942.3,Natural
Alberta,LWF-099-2022,56.1632,-110.6552,2022,207.4,Natural
Newfoundland and Labrador,2022-602,55.7661,-65.153,2022,424.0,Unknown
Northwest Territories,SS012-22,61.6444,-112.0343,2022,461.4,Natural
Saskatchewan,22SR-MELEN,59.4494,-106.4954,2022,19123.8,Natural
Saskatchewan,22SR-GILES,58.9042,-105.8412,2022,899.5,Natural
Saskatchewan,22SR-SHARGORY,59.9028,-104.9408,2022,2910.0,Natural
Saskatchewan,22SR-ANDERSON,59.0503,-102.5779,2022,594.8,Natural
Alberta,MWF-015-2022,59.8171,-111.1186,2022,4057.9,Natural
Manitoba,NO001,56.5836,-99.2147,2022,3713.4,Human
Northwest Territories,SS011-22,60.5507,-110.009,2022,3053.0,Natural
Northwest Territories,SS006-22,60.9035,-113.2422,2022,830.6,Natural
Quebec,20221080261,58.5531,-64.6494,2022,4206.0,Human
Quebec,20221080259,56.0537,-71.6195,2022,14768.4,Human
Alberta,SWF-035-2022,56.9006,-113.989,2022,262.5,Natural
Saskatchewan,22LA-MCCAFE,55.3791,-104.6019,2022,12367.0,Human
British Columbia,2022-G80265,57.3972,-122.3773,2022,545.0,Natural
Northwest Territories,FS003-22,62.1872,-121.9398,2022,1028.8,Natural
Northwest Territories,FS004-22,63.7368,-121.3692,2022,23283.5,Natural
Alberta,HWF-014-2022,59.9713,-119.9997,2022,386.0,Natural
Alberta,HWF-013-2022,59.71,-119.7668,2022,8300.0,Natural
Alberta,HWF-015-2022,59.2928,-118.9971,2022,3000.0,Natural
British Columbia,2022-G90274,59.9817,-120.0221,2022,488.11,Natural
Saskatchewan,22HB-RICE,53.9125,-102.2217,2022,221.6,Human
Ontario,SUD4,46.3085,-80.7542,2022,229.0,Human
Ontario,SUD7,46.6348,-80.5547,2022,221.0,Human
Nova Scotia,04-004-2022,43.9741,-65.5871,2022,3199.09,Human
Ontario,TIM1,47.4608,-81.4159,2022,1445.199951,Human
Manitoba,MB2021EA208,51.97833322,-99.48777777,2021,278.5806156,Human
Manitoba,MB2021EA209,52.61765893,-95.42719429,2021,2050.472156,Natural
Manitoba,MB2021EA211,51.47207755,-95.34671737,2021,216.9509047,Natural
Manitoba,MB2021EA210,51.55482444,-95.45543975,2021,307.842548,Natural
Manitoba,MB2021EA207,49.76129877,-96.27861495,2021,1117.604503,Human
Manitoba,MB2021NO160,55.563271,-96.37465789,2021,1371.601914,Natural
Manitoba,MB2021NO161,55.44726019,-96.2522203,2021,2223.170085,Natural
Saskatchewan,21HB-SHENIGAN,52.794167,-102.782933,2021,318.7,Human
Manitoba,MB2021WE093,55.04109819,-100.5464202,2021,409.2236459,Human
Manitoba,MB2021NO154,57.93790898,-100.5727019,2021,338.0505611,Natural
Manitoba,MB2021NO162,59.19254166,-98.9157063,2021,2101.57963,Natural
Manitoba,MB2021NO177,59.00673827,-99.13373283,2021,201.508695,Natural
Manitoba,MB2021NO165,59.0407824,-99.06973828,2021,561.5864878,Natural
Manitoba,MB2021NO163,58.94302247,-99.1314895,2021,2851.749181,Natural
Manitoba,MB2021NO158,59.25682768,-98.44872609,2021,1960.051579,Natural
Manitoba,MB2021NO168,58.88240789,-100.2015231,2021,248.0410343,Natural
Manitoba,MB2021NO159,59.25631635,-100.1809097,2021,1775.613545,Natural
Manitoba,MB2021NO164,59.1300801,-100.8867673,2021,231.4990364,Natural
Manitoba,MB2021NO166,59.77868412,-101.0647973,2021,310.9998719,Natural
Manitoba,MB2021NO167,59.73569133,-100.8569185,2021,679.8052994,Natural
Saskatchewan,21HB-SMOKE,53.191383,-102.966367,2021,15685.0,Natural
Saskatchewan,21HB-PEPAW,52.59735,-102.302267,2021,1491.5,Natural
Saskatchewan,21HB-RESERVE,52.4742,-102.599467,2021,357.3,Natural
Saskatchewan,21LA-KELLY,55.870233,-103.848883,2021,200.3,Natural
Saskatchewan,21LA-BAILEY,57.124117,-104.520683,2021,360.0,Natural
Saskatchewan,21LA-WILMA,57.030817,-104.43735,2021,2781.0,Natural
Manitoba,MB2021NO152,57.67692142,-100.0463727,2021,1624.006493,Natural
Manitoba,MB2021NO174,56.89672806,-97.46689937,2021,504.8100274,Natural
Manitoba,MB2021NO171,58.16256811,-97.47439546,2021,3794.191223,Natural
Manitoba,MB2021NO173,57.93047852,-97.35501922,2021,1822.176229,Natural
Manitoba,MB2021NO172,57.92929976,-96.6224017,2021,7446.112072,Natural
Manitoba,MB2021NO169,57.63050919,-98.43948187,2021,9692.9661,Natural
British Columbia,2021-K52739,49.4488,-119.6524,2021,227.0,Human
Manitoba,MB2021EA204,51.29564183,-95.28416842,2021,227.6076754,Natural
Ontario,COC28,49.5202,-79.5424,2021,332.0,Natural
Saskatchewan,21BN-DIGBY,55.666067,-109.986717,2021,379.4,Natural
Ontario,HEA4,50.1759,-84.1953,2021,1850.0,Natural
