province,fire_id,latitude,longitude,year,size_ha,cause,size
Saskatchewan,18SR-MARGETTS,59.58935,-106.013133,2018,4511.0,Natural,Very small
Saskatchewan,18SR-EDAY,59.816567,-107.013083,2018,241.0,Natural,Very small
British Columbia,2018-G90544,59.6997,-124.0612,2018,1212.9,Natural,Very small
Saskatchewan,18DB-MOODY,54.466267,-102.384533,2018,3837.0,Natural,Very small
Ontario,COC5,53.028,-83.5953,2018,2685.0,Natural,Very small
Quebec,20181080242,50.1746,-72.6735,2018,2516.0,Human,Very small
Ontario,RED52,52.3096,-92.6106,2018,3475.199951,Natural,Very small
Ontario,SLK18,53.9934,-91.2892,2018,1494.099976,Natural,Very small
Ontario,RED38,52.4198,-92.8478,2018,24856.69922,Natural,Small
Ontario,SLK19,53.6609,-92.2465,2018,1195.199951,Natural,Very small
Ontario,SLK26,54.4275,-91.2188,2018,4806.5,Natural,Very small
Ontario,COC4,55.7184,-87.0294,2018,3264.0,Natural,Very small
Manitoba,MB2018NE058,54.74111111,-93.79555556,2018,6380.0,Human,Very small
Manitoba,MB2018NE056,55.02361111,-92.46527778,2018,5965.0,Natural,Very small
Yukon,2018OC001,66.49758334,-140.8893334,2018,2100.0,Natural,Very small
Northwest Territories,FS004-18,62.3,-123.016666,2018,1969.2,Natural,Very small
Northwest Territories,EV001-18,66.728833,-133.405333,2018,886.4,Natural,Very small
Manitoba,MB2018NE046,54.58722222,-94.13361111,2018,336.0,Human,Very small
Alberta,PWF047,57.035417,-118.153217,2018,3992.0,Natural,Very small
Alberta,MWF016,57.351917,-110.636,2018,2290.3,Natural,Very small
Northwest Territories,2018NA1,61.5462,-126.3081,2018,6195.1,Natural,Very small
Alberta,HWF083,58.86975,-116.517967,2018,4754.0,Natural,Very small
Alberta,HWF086,59.390417,-115.924533,2018,225.0,Natural,Very small
British Columbia,2018-G90358,58.4591,-123.7172,2018,261.0,Natural,Very small
British Columbia,2018-K20351,51.1492,-120.8518,2018,2700.0,Human,Very small
British Columbia,2018-K70348,50.6238,-122.4295,2018,483.0,Human,Very small
Alberta,LWF119,55.459333,-112.801317,2018,5436.3,Natural,Very small
Alberta,LWF121,55.815825,-110.742783,2018,208.9,Natural,Very small
Manitoba,MB2018CE065,51.27388889,-97.62666667,2018,230.3,Human,Very small
British Columbia,2018-G80337,57.4928,-122.842,2018,1700.0,Natural,Very small
British Columbia,2018-G80340,57.1635,-121.7515,2018,21795.0,Natural,Very small
British Columbia,2018-G80341,57.1072,-121.6197,2018,1700.0,Natural,Very small
Alberta,PWF034,57.4038,-119.9279,2018,1168.19,Natural,Very small
Alberta,LWF116,55.96805,-111.254467,2018,1775.7,Natural,Very small
Ontario,RED30,52.1116,-95.1095,2018,3506.800049,Human,Very small
British Columbia,2018-G90301,58.4169,-123.6602,2018,542.7,Natural,Very small
British Columbia,2018-G90305,58.4553,-123.5452,2018,4781.2,Natural,Very small
Alberta,LWF099,55.492667,-113.165917,2018,8647.6,Natural,Very small
Saskatchewan,18DB-POVOL,54.83365,-104.01625,2018,4626.0,Natural,Very small
Manitoba,MB2018CE061,51.89861111,-97.29861111,2018,257.0,Human,Very small
Manitoba,MB2018EA054,52.015,-95.40416667,2018,28000.0,Human,Small
Manitoba,MB2018CE063,50.98555556,-98.18638889,2018,2449.0,Human,Very small
British Columbia,2018-G80294,57.4692,-120.5512,2018,700.0,Natural,Very small
Manitoba,MB2018WE007,52.72638889,-100.6716667,2018,9093.0,Human,Very small
Manitoba,MB2018WE009,52.72916667,-100.6919444,2018,520.0,Human,Very small
Manitoba,MB2018CE059,51.785,-99.21944444,2018,1091.1,Human,Very small
British Columbia,2018-G40243,54.1545,-123.8226,2018,315.0,Natural,Very small
Manitoba,MB2018WE005,52.74944444,-100.8772222,2018,2000.0,Human,Very small
Manitoba,MB2018CE055,51.06222222,-98.16666667,2018,15017.0,Human,Very small
Manitoba,MB2018CE057,51.15916667,-98.23777778,2018,1087.0,Human,Very small
Saskatchewan,18WY-RABBIT,53.580598,-106.391655,2018,35416.0,Human,Small
Manitoba,MB2018CE051,50.26416667,-96.8325,2018,728.4,Human,Very small
Manitoba,MB2018CE050,50.89333333,-98.04972222,2018,231.7,Human,Very small
Saskatchewan,18DN-TUFF,54.54695,-108.4766,2018,6466.0,Human,Very small
Alberta,HWF050,58.738517,-117.254667,2018,602.7,Human,Very small
Saskatchewan,18BN-LANGLY,57.252658,-108.975876,2018,13444.0,Natural,Very small
Saskatchewan,18PA-RALLY,53.18275,-106.230283,2018,2570.0,Human,Very small
Manitoba,MB2018NE007,54.60666667,-98.01555556,2018,221.0,Human,Very small
Manitoba,MB2018WE002,52.09972222,-100.1775,2018,300.0,Human,Very small
Manitoba,MB2018CE042,51.95722222,-98.335,2018,1040.0,Human,Very small
Manitoba,MB2018CE034,51.75666667,-98.57,2018,225.8,Human,Very small
British Columbia,2018-G90138,57.9031,-123.7904,2018,530.0,Human,Very small
Manitoba,MB2018CE029,51.84166667,-99.48944444,2018,490.7,Human,Very small
Saskatchewan,18WY-PANP01-PB,53.71925,-106.627217,2018,1200.0,Human,Very small
Manitoba,MB2018CE022,51.68888889,-98.55944444,2018,362.2,Human,Very small
Manitoba,MB2018CE023,51.67222222,-98.60083333,2018,382.7,Human,Very small
Alberta,HWF029,58.847633,-118.738033,2018,255.0,Unknown,Very small
Saskatchewan,18HB-TEARING,53.929267,-102.19165,2018,208.2,Human,Very small
Alberta,2018WB1,58.5673,-113.6971,2018,12271.6,Unknown,Very small
Manitoba,MB2018CE016,51.71361111,-98.87722222,2018,925.9,Human,Very small
Manitoba,MB2018EA020,50.555,-96.25277778,2018,280.0,Human,Very small
Manitoba,MB2018EA015,49.20583333,-95.98916667,2018,4798.0,Human,Very small
Yukon,2018DA001,63.35641666,-139.40335,2018,2300.0,Human,Very small
Alberta,CWF258,50.085883,-114.2537,2017,1535.0,Human,Very small
New Brunswick,3-9-108,45.91057,-66.3582,2017,415.0,Human,Very small
Saskatchewan,17HB-SKPOW03,51.501283,-102.662983,2017,249.2,Human,Very small
Manitoba,CE022,51.391111,-97.490833,2017,200.0,Human,Very small
Alberta,HWF292,58.690667,-119.084833,2017,448.0,Human,Very small
Alberta,HWF291,58.733633,-119.027517,2017,1516.2,Human,Very small
Ontario,THU59,50.5624,-89.5126,2017,213.8000031,Natural,Very small
Ontario,THU58,50.8997,-89.4524,2017,281.7000122,Natural,Very small
Saskatchewan,17BN-ADAM,57.30958,-109.555817,2017,427.0,Natural,Very small
Manitoba,NE320,55.886944,-100.8925,2017,2240.8,Natural,Very small
Northwest Territories,VQ036-17,66.200333,-129.896833,2017,304.0,Natural,Very small
British Columbia,2017WL13,49.0682,-114.2923,2017,19302.9,Natural,Very small
British Columbia,2017-K52024,49.7298,-119.829,2017,2224.0,Human,Very small
Northwest Territories,FS022-17,60.155166,-120.675166,2017,813.0,Natural,Very small
British Columbia,2017-N11999,49.6221,-115.7007,2017,398.0,Human,Very small
Alberta,HWF280,59.820917,-118.039767,2017,13539.0,Natural,Very small
British Columbia,2017-N11984,49.0044,-114.4116,2017,903.1,Human,Very small
Alberta,RWF062,52.23025,-116.615167,2017,842.0,Human,Very small
Alberta,RWF063,51.995583,-116.143167,2017,628.0,Human,Very small
Northwest Territories,2017NA7,61.4591,-124.9867,2017,950.0,Natural,Very small
British Columbia,2017-G92008,59.4535,-121.0012,2017,301.1,Natural,Very small
British Columbia,2017-N11971,49.2833,-114.7663,2017,1751.0,Natural,Very small
British Columbia,2017-N11976,49.2196,-114.9393,2017,5800.0,Natural,Very small
British Columbia,2017-N11978,49.3705,-114.5962,2017,270.0,Natural,Very small
British Columbia,2017-N11966,49.0597,-114.3025,2017,15448.8,Natural,Very small
Northwest Territories,SS098-17,61.265833,-118.920833,2017,1382.0,Natural,Very small
British Columbia,2017-N11844,49.0,-115.3667,2017,1285.4,Natural,Very small
Saskatchewan,17LA-ZIMMER2,57.159783,-105.678917,2017,1339.5,Natural,Very small
Saskatchewan,17LA-GRAHAM2,57.040783,-105.9138,2017,2432.4,Natural,Very small
Saskatchewan,17LX-SOPHIA,56.863617,-106.24705,2017,440.4,Natural,Very small
Manitoba,NE312,56.468056,-94.375556,2017,1683.3,Natural,Very small
Manitoba,NE309,53.39,-96.806389,2017,251.0,Natural,Very small
British Columbia,2017-K12067,52.3431,-119.8737,2017,230.7,Natural,Very small
British Columbia,2017-K51878,49.8641,-119.1933,2017,465.0,Human,Very small
Manitoba,NE298,55.331667,-94.775833,2017,1309.0,Natural,Very small
Manitoba,NE299,55.43,-94.500278,2017,382.1,Natural,Very small
Manitoba,NE301,55.277222,-94.484444,2017,391.0,Natural,Very small
Manitoba,EA071,52.895,-96.798611,2017,228.6,Natural,Very small
British Columbia,2017-N41779,51.8824,-117.933,2017,213.0,Natural,Very small
Manitoba,NE311,53.556944,-96.898611,2017,2442.0,Natural,Very small
Saskatchewan,17DB-MADDEN,55.4627,-103.461817,2017,473.0,Natural,Very small
Manitoba,NE285,53.73,-95.990278,2017,2138.0,Natural,Very small
Manitoba,NE288,53.972778,-95.283611,2017,6366.0,Natural,Very small
Manitoba,NW071,55.150833,-100.006667,2017,537.0,Natural,Very small
Manitoba,NE278,57.926667,-99.613056,2017,244.0,Natural,Very small
Manitoba,NE279,53.0275,-95.304444,2017,685.0,Natural,Very small
Manitoba,NE280,53.081111,-95.325556,2017,239.5,Natural,Very small
Ontario,SLK175,53.365,-90.1962,2017,729.5,Natural,Very small
Manitoba,NE269,54.071111,-95.011389,2017,28841.5,Natural,Small
Manitoba,EA066,52.825556,-95.782222,2017,7121.0,Natural,Very small
Northwest Territories,SS092-17,61.938833,-106.883166,2017,3125.0,Natural,Very small
Northwest Territories,SS090-17,60.706,-108.320666,2017,466.0,Natural,Very small
Northwest Territories,SS094-17,60.525666,-104.735,2017,1212.0,Natural,Very small
Northwest Territories,SS091-17,60.446166,-107.732833,2017,2191.0,Natural,Very small
Northwest Territories,FS019-17,64.176,-122.457333,2017,306.0,Natural,Very small
Northwest Territories,FS018-17,63.473666,-121.4665,2017,757.0,Natural,Very small
Ontario,COC25,54.4824,-85.0543,2017,200.0,Natural,Very small
Alberta,HWF252,59.060983,-115.181917,2017,1852.0,Natural,Very small
Manitoba,NE256,56.959444,-100.300833,2017,830.3,Natural,Very small
Manitoba,NE266,55.656944,-96.1925,2017,361.0,Natural,Very small
Manitoba,NE267,54.211111,-96.409444,2017,630.4,Natural,Very small
Manitoba,NE264,53.785278,-97.000556,2017,1317.7,Natural,Very small
Alberta,SWF107,57.36025,-113.267667,2017,17023.0,Natural,Very small
Saskatchewan,17LA-TAYLOR,56.390917,-105.192033,2017,258.0,Natural,Very small
Saskatchewan,17LA-FORD,56.3846,-105.253517,2017,13076.3,Natural,Very small
Manitoba,NE251,55.575,-96.507222,2017,897.0,Natural,Very small
Manitoba,NE254,55.133611,-97.466389,2017,211.6,Natural,Very small
Northwest Territories,ZF057-17,64.9265,-115.523333,2017,221.0,Natural,Very small
Northwest Territories,SS088-17,60.9865,-110.725833,2017,2542.0,Natural,Very small
Northwest Territories,SS087-17,61.586666,-111.8525,2017,797.0,Natural,Very small
Northwest Territories,SS089-17,61.074833,-110.7925,2017,568.0,Natural,Very small
Northwest Territories,ZF058-17,64.5065,-117.951,2017,540.0,Natural,Very small
Alberta,2017WB27,58.4932,-113.7392,2017,2927.0,Natural,Very small
Alberta,MWF081,57.65545,-112.629733,2017,354.9,Natural,Very small
Saskatchewan,17SR-TELLYN,58.3643,-102.3767,2017,1272.6,Natural,Very small
Saskatchewan,17SR-EYES,58.30745,-102.354383,2017,353.4,Natural,Very small
Saskatchewan,17SR-TANKLESS,58.795883,-102.63405,2017,727.3,Natural,Very small
Saskatchewan,17SR-LYES,58.433033,-102.402517,2017,574.4,Natural,Very small
Manitoba,NE242,56.499722,-102.0,2017,3136.0,Natural,Very small
Manitoba,NE230,56.891389,-97.799167,2017,4116.0,Natural,Very small
Manitoba,NE241,53.767778,-96.323333,2017,1693.0,Natural,Very small
Manitoba,NE244,54.227778,-96.158611,2017,233.0,Natural,Very small
Manitoba,NE240,54.988889,-96.219167,2017,961.0,Natural,Very small
Northwest Territories,ZF054-17,64.5855,-114.786833,2017,392.0,Natural,Very small
Northwest Territories,ZF051-17,63.147666,-106.247333,2017,994.0,Natural,Very small
Northwest Territories,ZF063-17,63.000666,-110.302,2017,1568.0,Natural,Very small
Northwest Territories,ZF048-17,62.059666,-115.825,2017,2873.0,Natural,Very small
Northwest Territories,SS086-17,60.579166,-113.673666,2017,4209.0,Natural,Very small
Alberta,HWF246,58.18299,-114.232952,2017,255.0,Natural,Very small
Saskatchewan,17SR-LISBY,58.468433,-103.71405,2017,933.5,Natural,Very small
Saskatchewan,17LX-ENGEMMAN,57.888417,-106.923933,2017,50498.7,Natural,Small
Saskatchewan,17LA-REILLY,57.273167,-103.081083,2017,1264.2,Natural,Very small
Saskatchewan,17LA-GRAHAM,57.040783,-105.9138,2017,1152.8,Natural,Very small
Saskatchewan,17BN-FRISCO,57.540833,-107.538167,2017,16322.3,Natural,Very small
Manitoba,NE209,54.462778,-96.763889,2017,1307.1,Natural,Very small
Manitoba,NE226,53.426667,-96.988889,2017,1325.0,Natural,Very small
Manitoba,NE227,53.391667,-97.005556,2017,904.0,Natural,Very small
Northwest Territories,ZF049-17,63.961333,-115.615833,2017,308.0,Natural,Very small
Ontario,NIP95,52.821,-88.7771,2017,214.199997,Natural,Very small
British Columbia,2017-N21945,50.5552,-115.3325,2017,203.0,Natural,Very small
British Columbia,2017-N11676,49.8299,-116.2517,2017,322.0,Natural,Very small
Alberta,HWF242,58.01015,-114.840883,2017,719.0,Natural,Very small
Saskatchewan,17LA-KEY,57.060817,-105.176983,2017,918.2,Natural,Very small
Saskatchewan,17LA-DAKOTA,57.090017,-105.557933,2017,2583.6,Natural,Very small
Saskatchewan,17LA-CORNELL,56.12585,-105.522717,2017,808.7,Natural,Very small
Saskatchewan,17LA-ZIMMER,57.159783,-105.678917,2017,1411.0,Natural,Very small
Saskatchewan,17LA-LAKE2,56.958092,-105.650081,2017,21378.3,Natural,Very small
Manitoba,NE207,59.114444,-101.9025,2017,251.0,Natural,Very small
Manitoba,NE201,57.225,-96.070556,2017,1074.0,Natural,Very small
Manitoba,NE203,57.330833,-97.420278,2017,1672.0,Natural,Very small
Yukon,2017OC033,66.0789667,-134.1916833,2017,2048.87,Natural,Very small
Yukon,2017DA032,65.2174,-137.2791167,2017,515.31,Natural,Very small
Northwest Territories,EV024-17,66.814833,-133.209666,2017,1554.0,Natural,Very small
Ontario,RED69,52.5371,-92.6203,2017,1144.0,Natural,Very small
Ontario,SLK102,52.6177,-91.042,2017,397.2000122,Natural,Very small
Saskatchewan,17DB-TOP,55.740067,-102.925367,2017,1161.9,Natural,Very small
Manitoba,NE198,55.31,-93.433056,2017,407.0,Natural,Very small
Manitoba,NE196,53.862778,-97.081389,2017,526.7,Natural,Very small
Yukon,2017MA019,64.3526667,-135.0333333,2017,459.0,Natural,Very small
Northwest Territories,SS083-17,60.576166,-108.5045,2017,447.0,Natural,Very small
Northwest Territories,SS084-17,60.662666,-107.076166,2017,1290.0,Natural,Very small
Northwest Territories,SS085-17,60.993833,-111.6985,2017,9935.0,Natural,Very small
Northwest Territories,SS082-17,60.003833,-104.817333,2017,2633.0,Natural,Very small
Northwest Territories,FS017-17,60.941833,-123.703,2017,8476.0,Natural,Very small
British Columbia,2017-G71637,54.7557,-121.3269,2017,229.0,Natural,Very small
British Columbia,2017-N11664,49.8715,-115.319,2017,11763.7,Natural,Very small
British Columbia,2017-N51634,49.0267,-117.3498,2017,410.0,Human,Very small
Alberta,MWF071,57.8265,-111.647833,2017,487.2,Human,Very small
Saskatchewan,17SR-WALSH,59.029767,-103.135733,2017,1246.5,Natural,Very small
Manitoba,NE191,54.136111,-95.561944,2017,1105.0,Natural,Very small
Yukon,2017BC002,62.6666833,-138.1849,2017,217.0,Natural,Very small
Ontario,NIP65,52.5426,-87.5669,2017,3486.0,Natural,Very small
Ontario,NIP75,51.1411,-87.2637,2017,674.2999878,Natural,Very small
Ontario,NIP64,52.5439,-87.4917,2017,529.5,Natural,Very small
British Columbia,2017-N21628,50.213,-115.3471,2017,26399.0,Natural,Small
British Columbia,2017-N11927,49.3167,-115.8783,2017,2215.0,Natural,Very small
British Columbia,2017-N61615,49.542,-118.5224,2017,2500.0,Natural,Very small
Manitoba,NE183,58.076111,-99.932778,2017,1397.0,Natural,Very small
Manitoba,NE184,58.043333,-99.818889,2017,380.0,Natural,Very small
Manitoba,NE185,56.763056,-94.812222,2017,11055.1,Natural,Very small
Manitoba,NE178,57.273889,-97.736667,2017,2499.0,Natural,Very small
Manitoba,NW051,54.941111,-101.878889,2017,1613.0,Natural,Very small
Yukon,2017DA029,65.3348,-138.2175833,2017,1138.82,Natural,Very small
Northwest Territories,ZF056-17,64.588166,-116.105666,2017,522.0,Natural,Very small
Northwest Territories,ZF059-17,64.350333,-118.893166,2017,479.0,Natural,Very small
Ontario,NIP68,51.7752,-88.0356,2017,644.2999878,Natural,Very small
Ontario,NIP99,49.0957,-87.965,2017,530.7999878,Natural,Very small
Saskatchewan,17HB-NAMEW,54.282867,-102.101067,2017,6118.4,Natural,Very small
Manitoba,NE168,56.883056,-90.559167,2017,777.0,Natural,Very small
Manitoba,NE174,54.033611,-96.883611,2017,5197.0,Natural,Very small
Manitoba,NE175,54.083611,-96.98,2017,862.7,Natural,Very small
Yukon,2017DA028,63.5314167,-139.6120833,2017,573.8,Natural,Very small
Alberta,HWF221,58.180117,-114.49135,2017,4994.0,Natural,Very small
Saskatchewan,17SR-CRANBERRY,58.844567,-104.29365,2017,813.8,Natural,Very small
Saskatchewan,17SR-LECKIE,58.384017,-102.610517,2017,548.3,Natural,Very small
Saskatchewan,17SR-KYLE,58.36465,-102.068967,2017,346.4,Natural,Very small
Saskatchewan,17DB-USKIK,55.531967,-103.340683,2017,19485.5,Natural,Very small
Saskatchewan,17SR-PATTERSON,59.900233,-102.364717,2017,4063.3,Natural,Very small
Saskatchewan,17LA-BILLIS,56.790367,-103.86905,2017,1314.9,Natural,Very small
Saskatchewan,17DB-PRESTON,55.31755,-103.07195,2017,49118.1,Natural,Small
Saskatchewan,17SR-OLDMAN,59.723567,-107.571967,2017,4493.0,Natural,Very small
Saskatchewan,17SR-CUSHING,58.052258,-104.971866,2017,17272.1,Natural,Very small
Saskatchewan,17DB-GRANITE,54.904783,-102.60695,2017,123012.8,Natural,Medium
Manitoba,NE162,58.568333,-101.888056,2017,363.9,Natural,Very small
Manitoba,NE163,59.446389,-101.938611,2017,4982.0,Natural,Very small
Manitoba,NE152,57.398889,-101.226111,2017,1285.0,Natural,Very small
Manitoba,NE156,56.467222,-101.697778,2017,14875.0,Natural,Very small
Manitoba,NE159,57.020833,-101.94,2017,204.6,Natural,Very small
Manitoba,NE166,56.392222,-101.153056,2017,759.4,Natural,Very small
Manitoba,NE157,56.523889,-97.841944,2017,4248.2,Natural,Very small
Manitoba,NE160,54.153889,-96.237222,2017,1073.2,Natural,Very small
Manitoba,EA051,52.883056,-97.258611,2017,4624.0,Natural,Very small
Northwest Territories,SS078-17,60.142166,-108.859,2017,1875.0,Natural,Very small
Northwest Territories,SS079-17,60.753333,-105.653,2017,1646.0,Natural,Very small
Northwest Territories,SS077-17,60.6095,-112.137333,2017,5526.0,Natural,Very small
Ontario,SLK68,52.757,-89.0393,2017,510.1000061,Natural,Very small
Manitoba,NE149,57.053056,-101.859444,2017,11339.0,Natural,Very small
Manitoba,NE147,54.857778,-95.757222,2017,310.0,Natural,Very small
Northwest Territories,SS073-17,60.590833,-107.376166,2017,2626.0,Natural,Very small
Northwest Territories,SS075-17,61.495,-111.281,2017,1267.0,Natural,Very small
British Columbia,2017-G91534,59.7201,-120.8656,2017,4655.1,Natural,Very small
Saskatchewan,17SR-WASPISON,58.676867,-102.071467,2017,571.9,Natural,Very small
Saskatchewan,17DB-WILKIN,54.978667,-103.008833,2017,6012.6,Natural,Very small
Saskatchewan,17SR-JANZEN,59.217883,-103.477383,2017,2232.8,Natural,Very small
Manitoba,EA046,52.699722,-96.347222,2017,1950.2,Natural,Very small
Manitoba,EA083,53.124444,-96.203056,2017,720.0,Natural,Very small
Yukon,2017DA026,63.5251,-138.13015,2017,975.51,Natural,Very small
Northwest Territories,FS016-17,62.5055,-122.628333,2017,1712.0,Natural,Very small
Ontario,SLK52,51.8418,-89.048,2017,1319.599976,Natural,Very small
Ontario,RED54,51.6865,-95.0433,2017,4049.0,Natural,Very small
Manitoba,NE135,57.133611,-100.862222,2017,373.2,Natural,Very small
Northwest Territories,SS069-17,61.6885,-112.569166,2017,2385.0,Natural,Very small
Northwest Territories,SS071-17,61.749666,-112.774333,2017,794.0,Natural,Very small
Northwest Territories,SS081-17,60.596166,-108.472833,2017,424.0,Natural,Very small
Northwest Territories,SS070-17,61.357833,-111.995833,2017,1188.0,Natural,Very small
Northwest Territories,SS068-17,61.301666,-111.911666,2017,4773.0,Natural,Very small
Northwest Territories,VQ034-17,66.7015,-126.047,2017,4348.0,Natural,Very small
Saskatchewan,17DB-FLO,54.940567,-101.9188,2017,951.0,Natural,Very small
Northwest Territories,ZF040-17,62.019333,-111.536,2017,1252.0,Natural,Very small
Northwest Territories,SS058-17,61.933666,-111.270833,2017,16628.0,Natural,Very small
Saskatchewan,17LF-DOG,53.7295,-104.302833,2017,216.3,Natural,Very small
Saskatchewan,17LF-HARDING,53.76645,-104.387533,2017,1742.1,Natural,Very small
Manitoba,NE343,54.138889,-95.696389,2017,2028.0,Natural,Very small
Northwest Territories,ZF039-17,63.701833,-115.692666,2017,3833.0,Natural,Very small
Northwest Territories,SS061-17,60.878,-108.494833,2017,26411.0,Natural,Small
Northwest Territories,SS060-17,60.811333,-107.3055,2017,3851.0,Natural,Very small
Northwest Territories,SS059-17,60.73,-108.085833,2017,5085.0,Natural,Very small
Northwest Territories,SS062-17,61.049166,-111.379,2017,383.0,Natural,Very small
Northwest Territories,SS063-17,61.021166,-111.552833,2017,2384.0,Natural,Very small
Ontario,NIP46,52.3764,-88.624,2017,207.699997,Natural,Very small
British Columbia,2017-N21451,50.0165,-115.7529,2017,1032.5,Human,Very small
Manitoba,NE342,57.586667,-96.783889,2017,267.9,Natural,Very small
Northwest Territories,SS056-17,60.8865,-111.364,2017,6409.0,Natural,Very small
Northwest Territories,VQ033-17,65.675333,-123.835666,2017,2808.0,Natural,Very small
Ontario,SLK43,51.8942,-89.2417,2017,247.3999939,Natural,Very small
Manitoba,NE308,58.424444,-93.834722,2017,1597.1,Natural,Very small
Ontario,SLK36,51.3881,-89.3204,2017,2229.800049,Natural,Very small
Ontario,NIP77,51.7378,-88.8182,2017,574.2999878,Natural,Very small
Ontario,NIP38,52.3439,-87.9531,2017,205.3999939,Natural,Very small
Ontario,COC26,54.7065,-86.0448,2017,1210.0,Natural,Very small
Ontario,NIP98,52.6591,-87.6275,2017,4736.200195,Natural,Very small
Ontario,NIP37,52.3758,-87.8042,2017,3915.300049,Natural,Very small
Ontario,SLK38,51.608,-89.267,2017,652.5,Natural,Very small
Saskatchewan,17SR-SELWYN,59.984331,-104.848737,2017,740.0,Natural,Very small
Manitoba,NE099,58.591111,-100.675556,2017,1171.0,Natural,Very small
Manitoba,NE101,59.023611,-101.090278,2017,509.0,Natural,Very small
Manitoba,NE100,58.528611,-99.140556,2017,995.0,Natural,Very small
Manitoba,NE338,56.993611,-91.044444,2017,500.0,Natural,Very small
Manitoba,NW010,55.735,-100.715,2017,983.0,Natural,Very small
Manitoba,NW016,55.506111,-99.6625,2017,1395.0,Natural,Very small
Manitoba,NE096,55.940833,-95.073889,2017,388.0,Natural,Very small
Northwest Territories,SS055-17,60.768333,-112.3135,2017,5109.0,Natural,Very small
Ontario,SLK32,52.6939,-92.1632,2017,230.3999939,Natural,Very small
Ontario,SLK42,51.6972,-89.148,2017,664.7000122,Natural,Very small
Saskatchewan,17SR-HANNAH,59.217117,-103.6698,2017,419.6,Natural,Very small
Saskatchewan,17SR-JAMES,59.0975,-103.1739,2017,250.8,Natural,Very small
Saskatchewan,17SR-LEROY,58.442167,-108.191667,2017,1965.8,Natural,Very small
Saskatchewan,17SR-PEARSON,59.513983,-105.40705,2017,2260.8,Natural,Very small
Manitoba,NE089,58.408889,-96.838889,2017,502.7,Natural,Very small
Manitoba,NE098,58.926944,-99.6875,2017,8122.0,Natural,Very small
Manitoba,NE090,53.714444,-95.479444,2017,1974.0,Natural,Very small
Northwest Territories,SS050-17,61.926,-106.7485,2017,517.0,Natural,Very small
Northwest Territories,SS048-17,61.251666,-105.562,2017,2816.0,Natural,Very small
Northwest Territories,SS053-17,61.0685,-110.1385,2017,303.0,Natural,Very small
Northwest Territories,SS051-17,60.053833,-118.687333,2017,6883.0,Natural,Very small
Northwest Territories,2017WB23,60.339,-113.4547,2017,26446.0,Natural,Small
Ontario,NIP29,52.9174,-88.5728,2017,6999.399902,Natural,Very small
British Columbia,2017-N41369,51.4548,-117.9753,2017,508.0,Natural,Very small
Alberta,HWF196,58.1845,-116.7575,2017,350.0,Natural,Very small
Saskatchewan,17SR-BULMER,59.9057,-108.1667,2017,2553.2,Natural,Very small
Manitoba,NE087,53.9325,-96.423611,2017,582.4,Natural,Very small
Northwest Territories,SS043-17,60.533333,-109.2,2017,112582.0,Natural,Medium
Northwest Territories,ZF038-17,62.3095,-108.620333,2017,377.0,Natural,Very small
Northwest Territories,2017WB22,60.4302,-113.1715,2017,2471.0,Natural,Very small
Ontario,RED34,52.7052,-92.607,2017,745.5,Natural,Very small
Saskatchewan,17SR-MOOSONEES,58.985389,-103.849749,2017,7114.5,Natural,Very small
Northwest Territories,SS039-17,61.079,-108.256333,2017,2266.0,Natural,Very small
Northwest Territories,SS037-17,61.2615,-109.964,2017,10099.0,Natural,Very small
Northwest Territories,SS041-17,60.3415,-108.752666,2017,4250.0,Natural,Very small
Northwest Territories,SS034-17,60.528,-106.509833,2017,391.0,Natural,Very small
Northwest Territories,SS040-17,60.95,-107.545166,2017,670.0,Natural,Very small
Northwest Territories,SS038-17,61.131833,-110.2135,2017,9678.0,Natural,Very small
Northwest Territories,SS033-17,60.9285,-118.252833,2017,3667.0,Natural,Very small
Ontario,SLK17,51.8926,-91.4414,2017,3690.199951,Natural,Very small
British Columbia,2017-K51406,49.0035,-120.4418,2017,12245.0,Human,Very small
Alberta,HWF192,59.172483,-114.625617,2017,280.0,Natural,Very small
Saskatchewan,17SR-MCNAIR,59.41775,-106.908917,2017,5185.5,Natural,Very small
Saskatchewan,17SR-DUNAE,59.4356,-106.926617,2017,500.0,Natural,Very small
Manitoba,NE340,59.018056,-100.838333,2017,1201.0,Natural,Very small
Northwest Territories,ZF036-17,64.067666,-115.069833,2017,780.0,Natural,Very small
Alberta,PWF068,57.368783,-116.214983,2017,201.5,Natural,Very small
Saskatchewan,17BN-VISION,57.7247,-109.252717,2017,7079.0,Natural,Very small
Manitoba,NE067,53.576111,-97.088889,2017,2333.3,Natural,Very small
Northwest Territories,ZF033-17,62.35,-112.083333,2017,19155.0,Natural,Very small
Northwest Territories,SS036-17,61.017,-111.9875,2017,14147.0,Natural,Very small
Northwest Territories,SS035-17,61.3735,-111.064,2017,43255.0,Natural,Small
Ontario,NIP18,50.7023,-85.6893,2017,1086.0,Natural,Very small
Ontario,RED23,51.1955,-95.0387,2017,1927.099976,Natural,Very small
Saskatchewan,17SR-WILLSON,59.60965,-107.385617,2017,4445.7,Natural,Very small
Saskatchewan,17LA-LAKE,56.955467,-105.803017,2017,3750.0,Natural,Very small
Saskatchewan,17LA-WATHA,56.972817,-103.82265,2017,788.8,Natural,Very small
Manitoba,NE063,56.809167,-96.513611,2017,4005.4,Natural,Very small
